production_id,date,mine_id,zone_id,planned_tonnes,actual_tonnes,ore_grade_pct,operating_hours,downtime_hours,rainfall_mm,target_tonnes
PROD-11485,2025-12-04,MINE-01,MINE-01-ZONE-E,256.0,234.0,35.98,14.0,2.0,0.1,260.0
PROD-11486,2025-12-04,MINE-02,MINE-02-ZONE-A,256.0,176.2,37.19,11.9,4.1,1.1,260.0
PROD-11487,2025-12-04,MINE-02,MINE-02-ZONE-B,256.0,186.5,35.22,11.9,4.1,1.1,260.0
PROD-11488,2025-12-04,MINE-02,MINE-02-ZONE-C,256.0,254.5,36.72,15.2,0.8,1.1,260.0
PROD-11489,2025-12-04,MINE-02,MINE-02-ZONE-D,256.0,234.3,40.51,14.0,2.0,1.1,260.0
PROD-11490,2025-12-04,MINE-02,MINE-02-ZONE-E,256.0,214.3,43.31,12.7,3.3,1.1,260.0
PROD-11491,2025-12-04,MINE-03,MINE-03-ZONE-A,256.0,169.4,37.36,11.6,4.4,2.3,260.0
PROD-11492,2025-12-04,MINE-03,MINE-03-ZONE-B,256.0,222.6,41.82,14.2,1.8,2.3,260.0
PROD-11493,2025-12-04,MINE-03,MINE-03-ZONE-C,256.0,180.6,39.42,11.8,4.2,2.3,260.0
PROD-11494,2025-12-04,MINE-03,MINE-03-ZONE-D,256.0,246.6,36.41,15.3,0.7,2.3,260.0
PROD-11495,2025-12-04,MINE-03,MINE-03-ZONE-E,256.0,202.2,37.04,13.3,2.7,2.3,260.0
PROD-11496,2025-12-04,MINE-04,MINE-04-ZONE-A,256.0,235.1,36.54,14.7,1.3,2.4,260.0
PROD-11497,2025-12-04,MINE-04,MINE-04-ZONE-B,256.0,202.1,36.86,12.6,3.4,2.4,260.0
PROD-11498,2025-12-04,MINE-04,MINE-04-ZONE-C,256.0,219.6,32.19,13.9,2.1,2.4,260.0
PROD-11499,2025-12-04,MINE-04,MINE-04-ZONE-D,256.0,229.9,38.67,14.6,1.4,2.4,260.0
PROD-11500,2025-12-04,MINE-04,MINE-04-ZONE-E,256.0,191.0,37.67,11.9,4.1,2.4,260.0
PROD-11501,2025-12-05,MINE-01,MINE-01-ZONE-A,300.0,220.0,37.82,11.5,4.5,0.7,260.0
PROD-11502,2025-12-05,MINE-01,MINE-01-ZONE-B,300.0,239.2,36.45,13.0,3.0,0.7,260.0
PROD-11503,2025-12-05,MINE-01,MINE-01-ZONE-C,300.0,235.5,37.44,13.1,2.9,0.7,260.0
PROD-11504,2025-12-05,MINE-01,MINE-01-ZONE-D,300.0,283.0,36.52,15.2,0.8,0.7,260.0
PROD-11505,2025-12-05,MINE-01,MINE-01-ZONE-E,300.0,229.7,32.27,12.7,3.3,0.7,260.0
PROD-11506,2025-12-05,MINE-02,MINE-02-ZONE-A,300.0,282.6,40.42,15.2,0.8,0.4,260.0
PROD-11507,2025-12-05,MINE-02,MINE-02-ZONE-B,300.0,214.0,43.56,11.5,4.5,0.4,260.0
PROD-11508,2025-12-05,MINE-02,MINE-02-ZONE-C,300.0,252.7,42.47,13.4,2.6,0.4,260.0
PROD-11509,2025-12-05,MINE-02,MINE-02-ZONE-D,300.0,256.3,32.94,14.0,2.0,0.4,260.0
PROD-11510,2025-12-05,MINE-02,MINE-02-ZONE-E,300.0,234.4,43.76,12.1,3.9,0.4,260.0
PROD-11511,2025-12-05,MINE-03,MINE-03-ZONE-A,300.0,260.0,43.29,13.2,2.8,0.7,260.0
PROD-11512,2025-12-05,MINE-03,MINE-03-ZONE-B,300.0,227.8,38.13,12.4,3.6,0.7,260.0
PROD-11513,2025-12-05,MINE-03,MINE-03-ZONE-C,300.0,205.6,37.84,11.6,4.4,0.7,260.0
PROD-11514,2025-12-05,MINE-03,MINE-03-ZONE-D,300.0,255.3,40.98,14.3,1.7,0.7,260.0
PROD-11515,2025-12-05,MINE-03,MINE-03-ZONE-E,300.0,249.1,34.22,13.5,2.5,0.7,260.0
PROD-11516,2025-12-05,MINE-04,MINE-04-ZONE-A,300.0,283.9,41.57,15.2,0.8,2.7,260.0
PROD-11517,2025-12-05,MINE-04,MINE-04-ZONE-B,300.0,229.3,33.1,12.9,3.1,2.7,260.0
PROD-11518,2025-12-05,MINE-04,MINE-04-ZONE-C,300.0,231.4,33.65,12.6,3.4,2.7,260.0
PROD-11519,2025-12-05,MINE-04,MINE-04-ZONE-D,300.0,257.7,39.24,14.4,1.6,2.7,260.0
PROD-11520,2025-12-05,MINE-04,MINE-04-ZONE-E,300.0,253.3,32.89,13.6,2.4,2.7,260.0
PROD-11521,2025-12-06,MINE-01,MINE-01-ZONE-A,304.0,294.4,43.95,15.3,0.7,2.9,260.0
PROD-11522,2025-12-06,MINE-01,MINE-01-ZONE-B,304.0,232.6,36.4,12.0,4.0,2.9,260.0
PROD-11523,2025-12-06,MINE-01,MINE-01-ZONE-C,304.0,210.4,38.64,11.8,4.2,2.9,260.0
PROD-11524,2025-12-06,MINE-01,MINE-01-ZONE-D,304.0,237.3,42.0,12.8,3.2,2.9,260.0
PROD-11525,2025-12-06,MINE-01,MINE-01-ZONE-E,304.0,286.2,38.07,15.3,0.7,2.9,260.0
PROD-11526,2025-12-06,MINE-02,MINE-02-ZONE-A,304.0,293.7,33.52,15.5,0.5,3.6,260.0
PROD-11527,2025-12-06,MINE-02,MINE-02-ZONE-B,304.0,225.4,32.0,12.0,4.0,3.6,260.0
PROD-11528,2025-12-06,MINE-02,MINE-02-ZONE-C,304.0,261.2,32.6,13.2,2.8,3.6,260.0
PROD-11529,2025-12-06,MINE-02,MINE-02-ZONE-D,304.0,235.9,40.45,13.0,3.0,3.6,260.0
PROD-11530,2025-12-06,MINE-02,MINE-02-ZONE-E,304.0,258.3,32.63,14.1,1.9,3.6,260.0
PROD-11531,2025-12-06,MINE-03,MINE-03-ZONE-A,304.0,290.8,35.34,14.8,1.2,0.2,260.0
PROD-11532,2025-12-06,MINE-03,MINE-03-ZONE-B,304.0,242.6,38.04,12.0,4.0,0.2,260.0
PROD-11533,2025-12-06,MINE-03,MINE-03-ZONE-C,304.0,227.4,42.65,11.8,4.2,0.2,260.0
PROD-11534,2025-12-06,MINE-03,MINE-03-ZONE-D,304.0,221.3,32.7,12.0,4.0,0.2,260.0
PROD-11535,2025-12-06,MINE-03,MINE-03-ZONE-E,304.0,262.8,42.95,13.6,2.4,0.2,260.0
PROD-11536,2025-12-06,MINE-04,MINE-04-ZONE-A,304.0,242.9,35.14,13.4,2.6,2.0,260.0
PROD-11537,2025-12-06,MINE-04,MINE-04-ZONE-B,304.0,246.4,43.92,13.7,2.3,2.0,260.0
PROD-11538,2025-12-06,MINE-04,MINE-04-ZONE-C,304.0,300.3,38.51,15.2,0.8,2.0,260.0
PROD-11539,2025-12-06,MINE-04,MINE-04-ZONE-D,304.0,231.0,32.07,11.8,4.2,2.0,260.0
PROD-11540,2025-12-06,MINE-04,MINE-04-ZONE-E,304.0,295.7,43.32,15.2,0.8,2.0,260.0
PROD-11541,2025-12-07,MINE-01,MINE-01-ZONE-A,224.0,187.5,32.71,12.9,3.1,1.3,260.0
PROD-11542,2025-12-07,MINE-01,MINE-01-ZONE-B,224.0,205.3,32.01,15.0,1.0,1.3,260.0
PROD-11543,2025-12-07,MINE-01,MINE-01-ZONE-C,224.0,205.3,41.69,14.8,1.2,1.3,260.0
PROD-11544,2025-12-07,MINE-01,MINE-01-ZONE-D,224.0,166.5,35.78,11.6,4.4,1.3,260.0
PROD-11545,2025-12-07,MINE-01,MINE-01-ZONE-E,224.0,199.9,32.52,13.8,2.2,1.3,260.0
PROD-11546,2025-12-07,MINE-02,MINE-02-ZONE-A,224.0,207.9,42.35,14.0,2.0,2.5,260.0
PROD-11547,2025-12-07,MINE-02,MINE-02-ZONE-B,224.0,200.0,33.63,13.7,2.3,2.5,260.0
PROD-11548,2025-12-07,MINE-02,MINE-02-ZONE-C,224.0,211.5,41.72,15.3,0.7,2.5,260.0
PROD-11549,2025-12-07,MINE-02,MINE-02-ZONE-D,224.0,187.4,32.06,13.1,2.9,2.5,260.0
PROD-11550,2025-12-07,MINE-02,MINE-02-ZONE-E,224.0,201.2,41.96,13.6,2.4,2.5,260.0
PROD-11551,2025-12-07,MINE-03,MINE-03-ZONE-A,224.0,190.7,38.89,12.9,3.1,2.3,260.0
PROD-11552,2025-12-07,MINE-03,MINE-03-ZONE-B,224.0,205.2,40.39,14.3,1.7,2.3,260.0
PROD-11553,2025-12-07,MINE-03,MINE-03-ZONE-C,224.0,207.4,41.57,14.6,1.4,2.3,260.0
PROD-11554,2025-12-07,MINE-03,MINE-03-ZONE-D,224.0,183.7,38.66,13.4,2.6,2.3,260.0
PROD-11555,2025-12-07,MINE-03,MINE-03-ZONE-E,224.0,213.7,36.14,14.6,1.4,2.3,260.0
PROD-11556,2025-12-07,MINE-04,MINE-04-ZONE-A,224.0,176.5,37.67,13.1,2.9,0.5,260.0
PROD-11557,2025-12-07,MINE-04,MINE-04-ZONE-B,224.0,219.8,33.06,15.0,1.0,0.5,260.0
PROD-11558,2025-12-07,MINE-04,MINE-04-ZONE-C,224.0,188.4,43.11,13.0,3.0,0.5,260.0
PROD-11559,2025-12-07,MINE-04,MINE-04-ZONE-D,224.0,153.2,35.73,11.6,4.4,0.5,260.0
PROD-11560,2025-12-07,MINE-04,MINE-04-ZONE-E,224.0,177.3,41.25,13.3,2.7,0.5,260.0
PROD-11561,2025-12-08,MINE-01,MINE-01-ZONE-A,228.0,161.7,35.99,12.4,3.6,2.0,260.0
PROD-11562,2025-12-08,MINE-01,MINE-01-ZONE-B,228.0,219.3,39.97,14.9,1.1,2.0,260.0
PROD-11563,2025-12-08,MINE-01,MINE-01-ZONE-C,228.0,202.4,32.82,13.9,2.1,2.0,260.0
PROD-11564,2025-12-08,MINE-01,MINE-01-ZONE-D,228.0,160.0,42.58,11.9,4.1,2.0,260.0
PROD-11565,2025-12-08,MINE-01,MINE-01-ZONE-E,228.0,170.0,35.07,12.3,3.7,2.0,260.0
PROD-11566,2025-12-08,MINE-02,MINE-02-ZONE-A,228.0,186.0,36.05,12.4,3.6,0.7,260.0
PROD-11567,2025-12-08,MINE-02,MINE-02-ZONE-B,228.0,165.4,32.73,11.8,4.2,0.7,260.0
PROD-11568,2025-12-08,MINE-02,MINE-02-ZONE-C,228.0,186.4,37.23,12.1,3.9,0.7,260.0
PROD-11569,2025-12-08,MINE-02,MINE-02-ZONE-D,228.0,176.2,39.06,12.5,3.5,0.7,260.0
PROD-11570,2025-12-08,MINE-02,MINE-02-ZONE-E,228.0,214.1,35.02,14.6,1.4,0.7,260.0
PROD-11571,2025-12-08,MINE-03,MINE-03-ZONE-A,228.0,203.7,34.34,14.3,1.7,2.2,260.0
PROD-11572,2025-12-08,MINE-03,MINE-03-ZONE-B,228.0,192.7,41.6,14.3,1.7,2.2,260.0
PROD-11573,2025-12-08,MINE-03,MINE-03-ZONE-C,228.0,212.6,42.89,14.0,2.0,2.2,260.0
PROD-11574,2025-12-08,MINE-03,MINE-03-ZONE-D,228.0,158.1,42.98,11.6,4.4,2.2,260.0
PROD-11575,2025-12-08,MINE-03,MINE-03-ZONE-E,228.0,183.2,32.64,13.3,2.7,2.2,260.0
PROD-11576,2025-12-08,MINE-04,MINE-04-ZONE-A,228.0,185.4,40.46,12.2,3.8,2.5,260.0
PROD-11577,2025-12-08,MINE-04,MINE-04-ZONE-B,228.0,195.1,36.03,13.9,2.1,2.5,260.0
PROD-11578,2025-12-08,MINE-04,MINE-04-ZONE-C,228.0,228.8,33.91,15.2,0.8,2.5,260.0
PROD-11579,2025-12-08,MINE-04,MINE-04-ZONE-D,228.0,193.6,32.12,13.2,2.8,2.5,260.0
PROD-11580,2025-12-08,MINE-04,MINE-04-ZONE-E,228.0,230.9,42.83,15.4,0.6,2.5,260.0
PROD-11581,2025-12-09,MINE-01,MINE-01-ZONE-A,232.0,189.9,39.55,14.2,1.8,3.7,260.0
PROD-11582,2025-12-09,MINE-01,MINE-01-ZONE-B,232.0,190.9,43.88,14.3,1.7,3.7,260.0
PROD-11583,2025-12-09,MINE-01,MINE-01-ZONE-C,232.0,208.5,43.41,15.1,0.9,3.7,260.0
PROD-11584,2025-12-09,MINE-01,MINE-01-ZONE-D,232.0,163.8,38.09,11.5,4.5,3.7,260.0
PROD-11585,2025-12-09,MINE-01,MINE-01-ZONE-E,232.0,202.3,40.24,13.9,2.1,3.7,260.0
PROD-11586,2025-12-09,MINE-02,MINE-02-ZONE-A,232.0,222.6,40.45,14.9,1.1,4.0,260.0
PROD-11587,2025-12-09,MINE-02,MINE-02-ZONE-B,232.0,192.9,40.24,13.7,2.3,4.0,260.0
PROD-11588,2025-12-09,MINE-02,MINE-02-ZONE-C,232.0,216.0,36.87,14.8,1.2,4.0,260.0
PROD-11589,2025-12-09,MINE-02,MINE-02-ZONE-D,232.0,198.8,35.78,13.0,3.0,4.0,260.0
PROD-11590,2025-12-09,MINE-02,MINE-02-ZONE-E,232.0,162.1,43.29,11.8,4.2,4.0,260.0
PROD-11591,2025-12-09,MINE-03,MINE-03-ZONE-A,232.0,199.9,42.72,12.8,3.2,1.1,260.0
PROD-11592,2025-12-09,MINE-03,MINE-03-ZONE-B,232.0,175.5,42.81,12.8,3.2,1.1,260.0
PROD-11593,2025-12-09,MINE-03,MINE-03-ZONE-C,232.0,191.2,36.29,12.4,3.6,1.1,260.0
PROD-11594,2025-12-09,MINE-03,MINE-03-ZONE-D,232.0,154.4,42.32,11.7,4.3,1.1,260.0
PROD-11595,2025-12-09,MINE-03,MINE-03-ZONE-E,232.0,186.6,32.61,12.5,3.5,1.1,260.0
PROD-11596,2025-12-09,MINE-04,MINE-04-ZONE-A,232.0,200.8,42.35,14.2,1.8,0.4,260.0
PROD-11597,2025-12-09,MINE-04,MINE-04-ZONE-B,232.0,183.1,36.16,11.8,4.2,0.4,260.0
PROD-11598,2025-12-09,MINE-04,MINE-04-ZONE-C,232.0,183.7,39.06,12.3,3.7,0.4,260.0
PROD-11599,2025-12-09,MINE-04,MINE-04-ZONE-D,232.0,210.1,36.08,13.7,2.3,0.4,260.0
PROD-11600,2025-12-09,MINE-04,MINE-04-ZONE-E,232.0,184.7,42.02,13.7,2.3,0.4,260.0
PROD-11601,2025-12-10,MINE-01,MINE-01-ZONE-A,276.0,255.6,34.3,15.1,0.9,4.0,260.0
PROD-11602,2025-12-10,MINE-01,MINE-01-ZONE-B,276.0,258.5,32.59,15.0,1.0,4.0,260.0
PROD-11603,2025-12-10,MINE-01,MINE-01-ZONE-C,276.0,247.6,40.09,14.1,1.9,4.0,260.0
PROD-11604,2025-12-10,MINE-01,MINE-01-ZONE-D,276.0,232.3,40.0,12.9,3.1,4.0,260.0
PROD-11605,2025-12-10,MINE-01,MINE-01-ZONE-E,276.0,194.4,43.79,12.2,3.8,4.0,260.0
PROD-11606,2025-12-10,MINE-02,MINE-02-ZONE-A,276.0,249.6,34.59,14.3,1.7,3.2,260.0
PROD-11607,2025-12-10,MINE-02,MINE-02-ZONE-B,276.0,250.9,34.44,14.3,1.7,3.2,260.0
PROD-11608,2025-12-10,MINE-02,MINE-02-ZONE-C,276.0,191.9,35.33,11.9,4.1,3.2,260.0
PROD-11609,2025-12-10,MINE-02,MINE-02-ZONE-D,276.0,242.2,34.57,15.0,1.0,3.2,260.0
PROD-11610,2025-12-10,MINE-02,MINE-02-ZONE-E,276.0,264.7,43.67,15.3,0.7,3.2,260.0
PROD-11611,2025-12-10,MINE-03,MINE-03-ZONE-A,276.0,232.7,35.6,14.4,1.6,3.9,260.0
PROD-11612,2025-12-10,MINE-03,MINE-03-ZONE-B,276.0,209.4,34.66,13.0,3.0,3.9,260.0
PROD-11613,2025-12-10,MINE-03,MINE-03-ZONE-C,276.0,231.3,39.4,12.9,3.1,3.9,260.0
PROD-11614,2025-12-10,MINE-03,MINE-03-ZONE-D,276.0,253.7,36.15,14.8,1.2,3.9,260.0
PROD-11615,2025-12-10,MINE-03,MINE-03-ZONE-E,276.0,225.4,40.23,12.5,3.5,3.9,260.0
PROD-11616,2025-12-10,MINE-04,MINE-04-ZONE-A,276.0,228.6,36.66,14.1,1.9,1.3,260.0
PROD-11617,2025-12-10,MINE-04,MINE-04-ZONE-B,276.0,261.8,37.84,15.4,0.6,1.3,260.0
PROD-11618,2025-12-10,MINE-04,MINE-04-ZONE-C,276.0,186.4,32.23,11.7,4.3,1.3,260.0
PROD-11619,2025-12-10,MINE-04,MINE-04-ZONE-D,276.0,240.1,42.91,13.2,2.8,1.3,260.0
PROD-11620,2025-12-10,MINE-04,MINE-04-ZONE-E,276.0,215.7,36.64,13.3,2.7,1.3,260.0
PROD-11621,2025-12-11,MINE-01,MINE-01-ZONE-A,280.0,230.0,41.34,13.7,2.3,3.7,260.0
PROD-11622,2025-12-11,MINE-01,MINE-01-ZONE-B,280.0,220.8,38.01,11.9,4.1,3.7,260.0
PROD-11623,2025-12-11,MINE-01,MINE-01-ZONE-C,280.0,208.5,42.68,12.7,3.3,3.7,260.0
PROD-11624,2025-12-11,MINE-01,MINE-01-ZONE-D,280.0,243.5,42.18,14.6,1.4,3.7,260.0
PROD-11625,2025-12-11,MINE-01,MINE-01-ZONE-E,280.0,253.4,43.84,14.3,1.7,3.7,260.0
PROD-11626,2025-12-11,MINE-02,MINE-02-ZONE-A,280.0,197.4,36.71,12.1,3.9,0.0,260.0
PROD-11627,2025-12-11,MINE-02,MINE-02-ZONE-B,280.0,247.5,42.16,13.7,2.3,0.0,260.0
PROD-11628,2025-12-11,MINE-02,MINE-02-ZONE-C,280.0,233.7,33.93,14.2,1.8,0.0,260.0
PROD-11629,2025-12-11,MINE-02,MINE-02-ZONE-D,280.0,232.1,37.92,14.1,1.9,0.0,260.0
PROD-11630,2025-12-11,MINE-02,MINE-02-ZONE-E,280.0,197.4,33.56,11.6,4.4,0.0,260.0
PROD-11631,2025-12-11,MINE-03,MINE-03-ZONE-A,280.0,234.8,37.51,13.9,2.1,2.8,260.0
PROD-11632,2025-12-11,MINE-03,MINE-03-ZONE-B,280.0,254.1,39.53,14.5,1.5,2.8,260.0
PROD-11633,2025-12-11,MINE-03,MINE-03-ZONE-C,280.0,226.0,41.35,12.9,3.1,2.8,260.0
PROD-11634,2025-12-11,MINE-03,MINE-03-ZONE-D,280.0,245.0,35.97,14.6,1.4,2.8,260.0
PROD-11635,2025-12-11,MINE-03,MINE-03-ZONE-E,280.0,247.5,41.45,15.1,0.9,2.8,260.0
PROD-11636,2025-12-11,MINE-04,MINE-04-ZONE-A,280.0,232.9,42.71,13.2,2.8,3.5,260.0
PROD-11637,2025-12-11,MINE-04,MINE-04-ZONE-B,280.0,195.9,34.93,12.1,3.9,3.5,260.0
PROD-11638,2025-12-11,MINE-04,MINE-04-ZONE-C,280.0,238.9,38.67,13.0,3.0,3.5,260.0
PROD-11639,2025-12-11,MINE-04,MINE-04-ZONE-D,280.0,231.6,32.17,13.8,2.2,3.5,260.0
PROD-11640,2025-12-11,MINE-04,MINE-04-ZONE-E,280.0,196.3,36.61,12.0,4.0,3.5,260.0
PROD-11641,2025-12-12,MINE-01,MINE-01-ZONE-A,284.0,249.6,39.4,13.7,2.3,3.3,260.0
PROD-11642,2025-12-12,MINE-01,MINE-01-ZONE-B,284.0,284.3,36.01,15.5,0.5,3.3,260.0
PROD-11643,2025-12-12,MINE-01,MINE-01-ZONE-C,284.0,216.2,36.01,11.6,4.4,3.3,260.0
PROD-11644,2025-12-12,MINE-01,MINE-01-ZONE-D,284.0,212.8,41.48,12.0,4.0,3.3,260.0
PROD-11645,2025-12-12,MINE-01,MINE-01-ZONE-E,284.0,228.4,38.79,13.3,2.7,3.3,260.0
PROD-11646,2025-12-12,MINE-02,MINE-02-ZONE-A,284.0,251.6,40.84,14.8,1.2,1.5,260.0
PROD-11647,2025-12-12,MINE-02,MINE-02-ZONE-B,284.0,213.5,36.74,12.4,3.6,1.5,260.0
PROD-11648,2025-12-12,MINE-02,MINE-02-ZONE-C,284.0,268.3,37.03,14.6,1.4,1.5,260.0
PROD-11649,2025-12-12,MINE-02,MINE-02-ZONE-D,284.0,207.7,32.1,12.3,3.7,1.5,260.0
PROD-11650,2025-12-12,MINE-02,MINE-02-ZONE-E,284.0,223.1,36.24,12.7,3.3,1.5,260.0
PROD-11651,2025-12-12,MINE-03,MINE-03-ZONE-A,284.0,252.9,43.8,14.8,1.2,3.2,260.0
PROD-11652,2025-12-12,MINE-03,MINE-03-ZONE-B,284.0,215.0,33.51,11.9,4.1,3.2,260.0
PROD-11653,2025-12-12,MINE-03,MINE-03-ZONE-C,284.0,197.6,41.61,11.9,4.1,3.2,260.0
PROD-11654,2025-12-12,MINE-03,MINE-03-ZONE-D,284.0,204.5,41.02,12.1,3.9,3.2,260.0
PROD-11655,2025-12-12,MINE-03,MINE-03-ZONE-E,284.0,263.2,40.41,15.5,0.5,3.2,260.0
PROD-11656,2025-12-12,MINE-04,MINE-04-ZONE-A,284.0,266.5,39.3,14.8,1.2,0.8,260.0
PROD-11657,2025-12-12,MINE-04,MINE-04-ZONE-B,284.0,215.5,42.88,12.9,3.1,0.8,260.0
PROD-11658,2025-12-12,MINE-04,MINE-04-ZONE-C,284.0,226.0,38.87,13.4,2.6,0.8,260.0
PROD-11659,2025-12-12,MINE-04,MINE-04-ZONE-D,284.0,224.2,36.39,13.5,2.5,0.8,260.0
PROD-11660,2025-12-12,MINE-04,MINE-04-ZONE-E,284.0,255.6,33.34,15.1,0.9,0.8,260.0
PROD-11661,2025-12-13,MINE-01,MINE-01-ZONE-A,288.0,247.5,35.99,13.8,2.2,2.7,260.0
PROD-11662,2025-12-13,MINE-01,MINE-01-ZONE-B,288.0,244.4,42.57,13.3,2.7,2.7,260.0
PROD-11663,2025-12-13,MINE-01,MINE-01-ZONE-C,288.0,234.6,43.67,13.2,2.8,2.7,260.0
PROD-11664,2025-12-13,MINE-01,MINE-01-ZONE-D,288.0,270.0,36.58,14.8,1.2,2.7,260.0
PROD-11665,2025-12-13,MINE-01,MINE-01-ZONE-E,288.0,245.5,41.0,13.4,2.6,2.7,260.0
PROD-11666,2025-12-13,MINE-02,MINE-02-ZONE-A,288.0,234.0,37.75,12.4,3.6,2.5,260.0
PROD-11667,2025-12-13,MINE-02,MINE-02-ZONE-B,288.0,227.5,42.3,12.4,3.6,2.5,260.0
PROD-11668,2025-12-13,MINE-02,MINE-02-ZONE-C,288.0,285.9,39.3,15.2,0.8,2.5,260.0
PROD-11669,2025-12-13,MINE-02,MINE-02-ZONE-D,288.0,278.4,37.76,14.9,1.1,2.5,260.0
PROD-11670,2025-12-13,MINE-02,MINE-02-ZONE-E,288.0,264.7,35.98,14.8,1.2,2.5,260.0
PROD-11671,2025-12-13,MINE-03,MINE-03-ZONE-A,288.0,224.5,39.89,12.0,4.0,3.9,260.0
PROD-11672,2025-12-13,MINE-03,MINE-03-ZONE-B,288.0,193.7,40.67,11.5,4.5,3.9,260.0
PROD-11673,2025-12-13,MINE-03,MINE-03-ZONE-C,288.0,227.0,34.13,13.6,2.4,3.9,260.0
PROD-11674,2025-12-13,MINE-03,MINE-03-ZONE-D,288.0,253.6,33.53,14.6,1.4,3.9,260.0
PROD-11675,2025-12-13,MINE-03,MINE-03-ZONE-E,288.0,224.3,33.62,11.8,4.2,3.9,260.0
PROD-11676,2025-12-13,MINE-04,MINE-04-ZONE-A,288.0,195.9,33.06,11.7,4.3,2.4,260.0
PROD-11677,2025-12-13,MINE-04,MINE-04-ZONE-B,288.0,272.0,39.86,14.4,1.6,2.4,260.0
PROD-11678,2025-12-13,MINE-04,MINE-04-ZONE-C,288.0,237.9,42.32,12.6,3.4,2.4,260.0
PROD-11679,2025-12-13,MINE-04,MINE-04-ZONE-D,288.0,210.4,43.69,12.5,3.5,2.4,260.0
PROD-11680,2025-12-13,MINE-04,MINE-04-ZONE-E,288.0,211.4,40.53,11.7,4.3,2.4,260.0
PROD-11681,2025-12-14,MINE-01,MINE-01-ZONE-A,208.0,170.1,40.83,12.7,3.3,0.4,260.0
PROD-11682,2025-12-14,MINE-01,MINE-01-ZONE-B,208.0,152.4,39.61,12.6,3.4,0.4,260.0
PROD-11683,2025-12-14,MINE-01,MINE-01-ZONE-C,208.0,143.9,40.57,11.6,4.4,0.4,260.0
PROD-11684,2025-12-14,MINE-01,MINE-01-ZONE-D,208.0,204.0,33.57,14.9,1.1,0.4,260.0
PROD-11685,2025-12-14,MINE-01,MINE-01-ZONE-E,208.0,173.7,43.16,13.7,2.3,0.4,260.0
PROD-11686,2025-12-14,MINE-02,MINE-02-ZONE-A,208.0,152.8,36.48,12.7,3.3,0.8,260.0
PROD-11687,2025-12-14,MINE-02,MINE-02-ZONE-B,208.0,202.6,41.11,14.7,1.3,0.8,260.0
PROD-11688,2025-12-14,MINE-02,MINE-02-ZONE-C,208.0,172.6,42.64,13.5,2.5,0.8,260.0
PROD-11689,2025-12-14,MINE-02,MINE-02-ZONE-D,208.0,177.1,32.03,13.9,2.1,0.8,260.0
PROD-11690,2025-12-14,MINE-02,MINE-02-ZONE-E,208.0,137.2,40.58,11.6,4.4,0.8,260.0
PROD-11691,2025-12-14,MINE-03,MINE-03-ZONE-A,208.0,183.0,37.28,13.1,2.9,0.7,260.0
PROD-11692,2025-12-14,MINE-03,MINE-03-ZONE-B,208.0,174.7,39.01,13.7,2.3,0.7,260.0
PROD-11693,2025-12-14,MINE-03,MINE-03-ZONE-C,208.0,161.7,41.21,13.1,2.9,0.7,260.0
PROD-11694,2025-12-14,MINE-03,MINE-03-ZONE-D,208.0,170.6,43.89,12.8,3.2,0.7,260.0
PROD-11695,2025-12-14,MINE-03,MINE-03-ZONE-E,208.0,201.4,41.76,15.1,0.9,0.7,260.0
PROD-11696,2025-12-14,MINE-04,MINE-04-ZONE-A,208.0,136.3,35.58,11.6,4.4,3.7,260.0
PROD-11697,2025-12-14,MINE-04,MINE-04-ZONE-B,208.0,140.5,43.34,12.0,4.0,3.7,260.0
PROD-11698,2025-12-14,MINE-04,MINE-04-ZONE-C,208.0,183.4,34.62,13.2,2.8,3.7,260.0
PROD-11699,2025-12-14,MINE-04,MINE-04-ZONE-D,208.0,136.3,34.98,11.7,4.3,3.7,260.0
PROD-11700,2025-12-14,MINE-04,MINE-04-ZONE-E,208.0,150.4,35.31,11.6,4.4,3.7,260.0
PROD-11701,2025-12-15,MINE-01,MINE-01-ZONE-A,252.0,200.8,33.81,13.0,3.0,1.1,260.0
PROD-11702,2025-12-15,MINE-01,MINE-01-ZONE-B,252.0,249.7,43.27,15.2,0.8,1.1,260.0
PROD-11703,2025-12-15,MINE-01,MINE-01-ZONE-C,252.0,202.1,32.67,13.8,2.2,1.1,260.0
PROD-11704,2025-12-15,MINE-01,MINE-01-ZONE-D,252.0,229.7,43.63,13.9,2.1,1.1,260.0
PROD-11705,2025-12-15,MINE-01,MINE-01-ZONE-E,252.0,230.7,36.72,13.8,2.2,1.1,260.0
PROD-11706,2025-12-15,MINE-02,MINE-02-ZONE-A,252.0,194.1,32.49,11.7,4.3,2.7,260.0
PROD-11707,2025-12-15,MINE-02,MINE-02-ZONE-B,252.0,224.9,33.84,14.6,1.4,2.7,260.0
PROD-11708,2025-12-15,MINE-02,MINE-02-ZONE-C,252.0,215.3,36.34,13.2,2.8,2.7,260.0
PROD-11709,2025-12-15,MINE-02,MINE-02-ZONE-D,252.0,241.5,41.35,15.3,0.7,2.7,260.0
PROD-11710,2025-12-15,MINE-02,MINE-02-ZONE-E,252.0,187.7,32.43,12.4,3.6,2.7,260.0
PROD-11711,2025-12-15,MINE-03,MINE-03-ZONE-A,252.0,179.4,34.36,11.6,4.4,0.0,260.0
PROD-11712,2025-12-15,MINE-03,MINE-03-ZONE-B,252.0,233.3,40.61,14.3,1.7,0.0,260.0
