log_id,equipment_id,mine_id,zone_id,date,start_time,end_time,downtime_hours,reason,severity
DT-LOG-10156,HT-122,MINE-01,MINE-01-ZONE-B,2025-11-24,2025-11-24T13:00:00Z,2025-11-24T22:00:00Z,15.4,Operator shortage,CRITICAL
DT-LOG-10157,HT-122,MINE-01,MINE-01-ZONE-B,2026-04-21,2026-04-21T07:00:00Z,2026-04-21T22:00:00Z,8.7,Weather delay,HIGH
DT-LOG-10158,HT-122,MINE-01,MINE-01-ZONE-B,2025-10-15,2025-10-15T19:00:00Z,2025-10-15T22:00:00Z,14.8,Operator shortage,CRITICAL
DT-LOG-10159,EX-116,MINE-01,MINE-01-ZONE-B,2025-10-18,2025-10-18T14:00:00Z,2025-10-18T22:00:00Z,7.3,Scheduled maintenance,HIGH
DT-LOG-10160,EX-136,MINE-02,MINE-02-ZONE-C,2025-10-22,2025-10-22T07:00:00Z,2025-10-22T22:00:00Z,8.8,Hydraulic leak,HIGH
DT-LOG-10161,EX-126,MINE-01,MINE-01-ZONE-D,2026-03-08,2026-03-08T19:00:00Z,2026-03-08T22:00:00Z,3.6,Weather delay,MEDIUM
DT-LOG-10162,LD-119,MINE-01,MINE-01-ZONE-D,2026-06-25,2026-06-25T14:00:00Z,2026-06-25T22:00:00Z,11.3,Electrical glitch,HIGH
DT-LOG-10163,EX-111,MINE-01,MINE-01-ZONE-D,2026-07-24,2026-07-24T09:00:00Z,2026-07-24T22:00:00Z,17.3,Weather delay,CRITICAL
DT-LOG-10164,DR-133,MINE-02,MINE-02-ZONE-E,2025-12-16,2025-12-16T20:00:00Z,2025-12-16T22:00:00Z,16.5,Operator shortage,CRITICAL
DT-LOG-10165,CR-105,MINE-02,MINE-02-ZONE-E,2026-03-07,2026-03-07T15:00:00Z,2026-03-07T22:00:00Z,3.1,Scheduled maintenance,MEDIUM
DT-LOG-10166,LD-129,MINE-01,MINE-01-ZONE-B,2026-06-02,2026-06-02T15:00:00Z,2026-06-02T22:00:00Z,8.0,Mechanical failure,HIGH
DT-LOG-10167,EX-116,MINE-01,MINE-01-ZONE-B,2026-04-13,2026-04-13T12:00:00Z,2026-04-13T22:00:00Z,13.3,Electrical glitch,CRITICAL
DT-LOG-10168,LD-129,MINE-01,MINE-01-ZONE-B,2026-04-20,2026-04-20T08:00:00Z,2026-04-20T22:00:00Z,15.3,Weather delay,CRITICAL
DT-LOG-10169,EX-111,MINE-01,MINE-01-ZONE-D,2025-11-28,2025-11-28T18:00:00Z,2025-11-28T22:00:00Z,13.0,Scheduled maintenance,CRITICAL
DT-LOG-10170,HT-107,MINE-03,MINE-03-ZONE-C,2026-07-08,2026-07-08T16:00:00Z,2026-07-08T22:00:00Z,12.1,Electrical glitch,CRITICAL
DT-LOG-10171,HT-102,MINE-04,MINE-04-ZONE-C,2025-11-27,2025-11-27T14:00:00Z,2025-11-27T22:00:00Z,10.6,Electrical glitch,HIGH
DT-LOG-10172,LD-119,MINE-01,MINE-01-ZONE-D,2025-12-27,2025-12-27T17:00:00Z,2025-12-27T22:00:00Z,12.4,Electrical glitch,CRITICAL
DT-LOG-10173,EX-121,MINE-03,MINE-03-ZONE-D,2026-05-13,2026-05-13T18:00:00Z,2026-05-13T22:00:00Z,9.2,Scheduled maintenance,HIGH
DT-LOG-10174,EX-126,MINE-01,MINE-01-ZONE-D,2025-10-30,2025-10-30T09:00:00Z,2025-10-30T22:00:00Z,13.3,Weather delay,CRITICAL
DT-LOG-10175,CR-135,MINE-04,MINE-04-ZONE-A,2026-05-02,2026-05-02T11:00:00Z,2026-05-02T22:00:00Z,6.8,Mechanical failure,HIGH
DT-LOG-10176,DR-103,MINE-02,MINE-02-ZONE-B,2026-07-16,2026-07-16T17:00:00Z,2026-07-16T22:00:00Z,15.5,Electrical glitch,CRITICAL
DT-LOG-10177,DR-123,MINE-02,MINE-02-ZONE-A,2026-04-13,2026-04-13T14:00:00Z,2026-04-13T22:00:00Z,13.7,Hydraulic leak,CRITICAL
DT-LOG-10178,CR-110,MINE-03,MINE-03-ZONE-D,2026-01-05,2026-01-05T16:00:00Z,2026-01-05T22:00:00Z,10.6,Operator shortage,HIGH
DT-LOG-10179,LD-124,MINE-04,MINE-04-ZONE-C,2026-07-20,2026-07-20T12:00:00Z,2026-07-20T22:00:00Z,13.9,Mechanical failure,CRITICAL
DT-LOG-10180,DR-108,MINE-01,MINE-01-ZONE-B,2026-07-14,2026-07-14T07:00:00Z,2026-07-14T22:00:00Z,14.3,Hydraulic leak,CRITICAL
DT-LOG-10181,CR-130,MINE-03,MINE-03-ZONE-C,2025-10-06,2025-10-06T07:00:00Z,2025-10-06T22:00:00Z,8.1,Weather delay,HIGH
DT-LOG-10182,EX-121,MINE-03,MINE-03-ZONE-D,2026-08-30,2026-08-30T06:00:00Z,2026-08-30T22:00:00Z,4.9,Operator shortage,MEDIUM
DT-LOG-10183,LD-134,MINE-01,MINE-01-ZONE-E,2026-05-31,2026-05-31T20:00:00Z,2026-05-31T22:00:00Z,10.1,Scheduled maintenance,HIGH
DT-LOG-10184,LD-109,MINE-02,MINE-02-ZONE-D,2025-09-21,2025-09-21T06:00:00Z,2025-09-21T22:00:00Z,12.4,Hydraulic leak,CRITICAL
DT-LOG-10185,LD-114,MINE-01,MINE-01-ZONE-E,2026-06-29,2026-06-29T07:00:00Z,2026-06-29T22:00:00Z,17.0,Mechanical failure,CRITICAL
DT-LOG-10186,EX-111,MINE-01,MINE-01-ZONE-D,2025-09-26,2025-09-26T15:00:00Z,2025-09-26T22:00:00Z,13.9,Weather delay,CRITICAL
DT-LOG-10187,DR-128,MINE-04,MINE-04-ZONE-E,2026-04-11,2026-04-11T12:00:00Z,2026-04-11T22:00:00Z,15.5,Hydraulic leak,CRITICAL
DT-LOG-10188,LD-129,MINE-01,MINE-01-ZONE-B,2025-12-13,2025-12-13T09:00:00Z,2025-12-13T22:00:00Z,17.1,Operator shortage,CRITICAL
DT-LOG-10189,LD-129,MINE-01,MINE-01-ZONE-B,2026-01-13,2026-01-13T10:00:00Z,2026-01-13T22:00:00Z,6.0,Weather delay,MEDIUM
DT-LOG-10190,CR-115,MINE-04,MINE-04-ZONE-B,2026-04-01,2026-04-01T13:00:00Z,2026-04-01T22:00:00Z,7.1,Mechanical failure,HIGH
DT-LOG-10191,CR-130,MINE-03,MINE-03-ZONE-C,2026-08-14,2026-08-14T16:00:00Z,2026-08-14T22:00:00Z,2.7,Operator shortage,MEDIUM
DT-LOG-10192,EX-101,MINE-01,MINE-01-ZONE-B,2026-03-17,2026-03-17T19:00:00Z,2026-03-17T22:00:00Z,7.9,Electrical glitch,HIGH
DT-LOG-10193,HT-132,MINE-01,MINE-01-ZONE-B,2026-02-14,2026-02-14T19:00:00Z,2026-02-14T22:00:00Z,15.3,Hydraulic leak,CRITICAL
DT-LOG-10194,HT-127,MINE-03,MINE-03-ZONE-C,2026-05-29,2026-05-29T11:00:00Z,2026-05-29T22:00:00Z,9.1,Electrical glitch,HIGH
DT-LOG-10195,EX-126,MINE-01,MINE-01-ZONE-D,2026-05-09,2026-05-09T09:00:00Z,2026-05-09T22:00:00Z,4.4,Mechanical failure,MEDIUM
DT-LOG-10196,EX-126,MINE-01,MINE-01-ZONE-D,2026-01-27,2026-01-27T06:00:00Z,2026-01-27T22:00:00Z,13.3,Weather delay,CRITICAL
DT-LOG-10197,HT-122,MINE-01,MINE-01-ZONE-B,2026-02-06,2026-02-06T20:00:00Z,2026-02-06T22:00:00Z,17.8,Weather delay,CRITICAL
DT-LOG-10198,CR-135,MINE-04,MINE-04-ZONE-A,2026-06-01,2026-06-01T09:00:00Z,2026-06-01T22:00:00Z,13.7,Operator shortage,CRITICAL
DT-LOG-10199,LD-104,MINE-04,MINE-04-ZONE-B,2026-03-21,2026-03-21T14:00:00Z,2026-03-21T22:00:00Z,9.8,Scheduled maintenance,HIGH
DT-LOG-10200,CR-135,MINE-04,MINE-04-ZONE-A,2025-11-23,2025-11-23T08:00:00Z,2025-11-23T22:00:00Z,2.0,Electrical glitch,MEDIUM
DT-LOG-10201,LD-114,MINE-01,MINE-01-ZONE-E,2025-11-08,2025-11-08T15:00:00Z,2025-11-08T22:00:00Z,3.3,Hydraulic leak,MEDIUM
DT-LOG-10202,DR-128,MINE-04,MINE-04-ZONE-E,2026-04-23,2026-04-23T10:00:00Z,2026-04-23T22:00:00Z,3.2,Scheduled maintenance,MEDIUM
DT-LOG-10203,DR-133,MINE-02,MINE-02-ZONE-E,2025-10-15,2025-10-15T15:00:00Z,2025-10-15T22:00:00Z,12.7,Electrical glitch,CRITICAL
DT-LOG-10204,LD-134,MINE-01,MINE-01-ZONE-E,2025-10-17,2025-10-17T19:00:00Z,2025-10-17T22:00:00Z,6.2,Mechanical failure,HIGH
DT-LOG-10205,LD-119,MINE-01,MINE-01-ZONE-D,2026-04-06,2026-04-06T11:00:00Z,2026-04-06T22:00:00Z,3.1,Weather delay,MEDIUM
DT-LOG-10206,CR-130,MINE-03,MINE-03-ZONE-C,2025-09-27,2025-09-27T07:00:00Z,2025-09-27T22:00:00Z,1.7,Weather delay,MEDIUM
DT-LOG-10207,LD-104,MINE-04,MINE-04-ZONE-B,2025-10-08,2025-10-08T14:00:00Z,2025-10-08T22:00:00Z,8.7,Weather delay,HIGH
DT-LOG-10208,EX-121,MINE-03,MINE-03-ZONE-D,2026-01-30,2026-01-30T20:00:00Z,2026-01-30T22:00:00Z,7.7,Operator shortage,HIGH
DT-LOG-10209,CR-115,MINE-04,MINE-04-ZONE-B,2026-08-09,2026-08-09T13:00:00Z,2026-08-09T22:00:00Z,6.3,Electrical glitch,HIGH
DT-LOG-10210,EX-116,MINE-01,MINE-01-ZONE-B,2026-04-14,2026-04-14T09:00:00Z,2026-04-14T22:00:00Z,13.8,Weather delay,CRITICAL
DT-LOG-10211,DR-103,MINE-02,MINE-02-ZONE-B,2026-07-01,2026-07-01T07:00:00Z,2026-07-01T22:00:00Z,11.3,Hydraulic leak,HIGH
DT-LOG-10212,HT-107,MINE-03,MINE-03-ZONE-C,2026-07-12,2026-07-12T15:00:00Z,2026-07-12T22:00:00Z,10.0,Scheduled maintenance,HIGH
DT-LOG-10213,HT-132,MINE-01,MINE-01-ZONE-B,2025-10-25,2025-10-25T08:00:00Z,2025-10-25T22:00:00Z,9.9,Mechanical failure,HIGH
DT-LOG-10214,DR-113,MINE-03,MINE-03-ZONE-E,2025-09-27,2025-09-27T08:00:00Z,2025-09-27T22:00:00Z,7.0,Operator shortage,HIGH
DT-LOG-10215,CR-135,MINE-04,MINE-04-ZONE-A,2026-08-13,2026-08-13T18:00:00Z,2026-08-13T22:00:00Z,5.3,Operator shortage,MEDIUM
DT-LOG-10216,HT-112,MINE-04,MINE-04-ZONE-E,2026-03-23,2026-03-23T07:00:00Z,2026-03-23T22:00:00Z,11.7,Mechanical failure,HIGH
DT-LOG-10217,DR-103,MINE-02,MINE-02-ZONE-B,2025-12-30,2025-12-30T15:00:00Z,2025-12-30T22:00:00Z,13.8,Electrical glitch,CRITICAL
DT-LOG-10218,EX-101,MINE-01,MINE-01-ZONE-B,2026-07-13,2026-07-13T16:00:00Z,2026-07-13T22:00:00Z,6.0,Weather delay,MEDIUM
DT-LOG-10219,LD-119,MINE-01,MINE-01-ZONE-D,2025-10-23,2025-10-23T11:00:00Z,2025-10-23T22:00:00Z,15.0,Weather delay,CRITICAL
DT-LOG-10220,LD-129,MINE-01,MINE-01-ZONE-B,2026-08-05,2026-08-05T19:00:00Z,2026-08-05T22:00:00Z,11.6,Weather delay,HIGH
DT-LOG-10221,DR-103,MINE-02,MINE-02-ZONE-B,2026-09-05,2026-09-05T18:00:00Z,2026-09-05T22:00:00Z,4.9,Hydraulic leak,MEDIUM
DT-LOG-10222,EX-116,MINE-01,MINE-01-ZONE-B,2026-07-03,2026-07-03T13:00:00Z,2026-07-03T22:00:00Z,10.2,Operator shortage,HIGH
DT-LOG-10223,HT-127,MINE-03,MINE-03-ZONE-C,2026-05-18,2026-05-18T12:00:00Z,2026-05-18T22:00:00Z,7.6,Mechanical failure,HIGH
DT-LOG-10224,CR-125,MINE-04,MINE-04-ZONE-B,2025-12-14,2025-12-14T14:00:00Z,2025-12-14T22:00:00Z,15.3,Weather delay,CRITICAL
DT-LOG-10225,EX-121,MINE-03,MINE-03-ZONE-D,2025-10-27,2025-10-27T18:00:00Z,2025-10-27T22:00:00Z,16.2,Electrical glitch,CRITICAL
DT-LOG-10226,HT-102,MINE-04,MINE-04-ZONE-C,2026-08-18,2026-08-18T15:00:00Z,2026-08-18T22:00:00Z,4.6,Scheduled maintenance,MEDIUM
DT-LOG-10227,EX-136,MINE-02,MINE-02-ZONE-C,2026-01-10,2026-01-10T10:00:00Z,2026-01-10T22:00:00Z,10.1,Electrical glitch,HIGH
DT-LOG-10228,DR-113,MINE-03,MINE-03-ZONE-E,2025-10-01,2025-10-01T14:00:00Z,2025-10-01T22:00:00Z,10.0,Hydraulic leak,HIGH
DT-LOG-10229,HT-127,MINE-03,MINE-03-ZONE-C,2026-01-21,2026-01-21T18:00:00Z,2026-01-21T22:00:00Z,3.7,Weather delay,MEDIUM
DT-LOG-10230,LD-114,MINE-01,MINE-01-ZONE-E,2026-08-11,2026-08-11T16:00:00Z,2026-08-11T22:00:00Z,11.6,Scheduled maintenance,HIGH
DT-LOG-10231,EX-101,MINE-01,MINE-01-ZONE-B,2025-12-22,2025-12-22T12:00:00Z,2025-12-22T22:00:00Z,7.5,Hydraulic leak,HIGH
DT-LOG-10232,DR-133,MINE-02,MINE-02-ZONE-E,2025-12-15,2025-12-15T13:00:00Z,2025-12-15T22:00:00Z,15.9,Mechanical failure,CRITICAL
DT-LOG-10233,DR-123,MINE-02,MINE-02-ZONE-A,2026-02-26,2026-02-26T14:00:00Z,2026-02-26T22:00:00Z,10.5,Electrical glitch,HIGH
DT-LOG-10234,DR-108,MINE-01,MINE-01-ZONE-B,2026-01-12,2026-01-12T19:00:00Z,2026-01-12T22:00:00Z,4.8,Mechanical failure,MEDIUM
DT-LOG-10235,CR-105,MINE-02,MINE-02-ZONE-E,2026-05-19,2026-05-19T06:00:00Z,2026-05-19T22:00:00Z,9.7,Electrical glitch,HIGH
DT-LOG-10236,LD-129,MINE-01,MINE-01-ZONE-B,2026-05-08,2026-05-08T13:00:00Z,2026-05-08T22:00:00Z,7.9,Scheduled maintenance,HIGH
DT-LOG-10237,CR-105,MINE-02,MINE-02-ZONE-E,2026-07-21,2026-07-21T17:00:00Z,2026-07-21T22:00:00Z,3.3,Operator shortage,MEDIUM
DT-LOG-10238,EX-136,MINE-02,MINE-02-ZONE-C,2026-06-30,2026-06-30T18:00:00Z,2026-06-30T22:00:00Z,11.3,Mechanical failure,HIGH
DT-LOG-10239,CR-115,MINE-04,MINE-04-ZONE-B,2025-10-21,2025-10-21T14:00:00Z,2025-10-21T22:00:00Z,16.7,Scheduled maintenance,CRITICAL
DT-LOG-10240,EX-121,MINE-03,MINE-03-ZONE-D,2026-05-03,2026-05-03T11:00:00Z,2026-05-03T22:00:00Z,5.6,Weather delay,MEDIUM
DT-LOG-10241,HT-112,MINE-04,MINE-04-ZONE-E,2026-01-20,2026-01-20T06:00:00Z,2026-01-20T22:00:00Z,12.6,Hydraulic leak,CRITICAL
DT-LOG-10242,HT-127,MINE-03,MINE-03-ZONE-C,2025-09-27,2025-09-27T13:00:00Z,2025-09-27T22:00:00Z,7.4,Weather delay,HIGH
DT-LOG-10243,EX-131,MINE-03,MINE-03-ZONE-E,2025-11-16,2025-11-16T16:00:00Z,2025-11-16T22:00:00Z,11.1,Hydraulic leak,HIGH
DT-LOG-10244,DR-118,MINE-01,MINE-01-ZONE-C,2026-07-23,2026-07-23T20:00:00Z,2026-07-23T22:00:00Z,9.0,Hydraulic leak,HIGH
DT-LOG-10245,CR-125,MINE-04,MINE-04-ZONE-B,2026-03-05,2026-03-05T20:00:00Z,2026-03-05T22:00:00Z,6.8,Scheduled maintenance,HIGH
DT-LOG-10246,CR-105,MINE-02,MINE-02-ZONE-E,2025-12-26,2025-12-26T10:00:00Z,2025-12-26T22:00:00Z,16.7,Weather delay,CRITICAL
DT-LOG-10247,HT-127,MINE-03,MINE-03-ZONE-C,2026-05-23,2026-05-23T17:00:00Z,2026-05-23T22:00:00Z,17.1,Electrical glitch,CRITICAL
DT-LOG-10248,HT-107,MINE-03,MINE-03-ZONE-C,2026-09-11,2026-09-11T11:00:00Z,2026-09-11T22:00:00Z,13.7,Hydraulic leak,CRITICAL
DT-LOG-10249,LD-129,MINE-01,MINE-01-ZONE-B,2026-03-22,2026-03-22T11:00:00Z,2026-03-22T22:00:00Z,14.0,Scheduled maintenance,CRITICAL
DT-LOG-10250,CR-120,MINE-01,MINE-01-ZONE-E,2026-02-20,2026-02-20T19:00:00Z,2026-02-20T22:00:00Z,12.5,Weather delay,CRITICAL
DT-LOG-10251,CR-135,MINE-04,MINE-04-ZONE-A,2025-12-04,2025-12-04T11:00:00Z,2025-12-04T22:00:00Z,17.7,Hydraulic leak,CRITICAL
DT-LOG-10252,HT-127,MINE-03,MINE-03-ZONE-C,2026-08-22,2026-08-22T15:00:00Z,2026-08-22T22:00:00Z,15.3,Weather delay,CRITICAL
DT-LOG-10253,LD-104,MINE-04,MINE-04-ZONE-B,2025-11-17,2025-11-17T11:00:00Z,2025-11-17T22:00:00Z,14.9,Mechanical failure,CRITICAL
DT-LOG-10254,HT-107,MINE-03,MINE-03-ZONE-C,2025-11-17,2025-11-17T12:00:00Z,2025-11-17T22:00:00Z,6.3,Scheduled maintenance,HIGH
DT-LOG-10255,EX-116,MINE-01,MINE-01-ZONE-B,2026-01-17,2026-01-17T11:00:00Z,2026-01-17T22:00:00Z,10.2,Mechanical failure,HIGH
DT-LOG-10256,EX-121,MINE-03,MINE-03-ZONE-D,2026-05-14,2026-05-14T17:00:00Z,2026-05-14T22:00:00Z,8.3,Scheduled maintenance,HIGH
DT-LOG-10257,HT-132,MINE-01,MINE-01-ZONE-B,2025-10-09,2025-10-09T06:00:00Z,2025-10-09T22:00:00Z,12.0,Operator shortage,HIGH
DT-LOG-10258,HT-127,MINE-03,MINE-03-ZONE-C,2026-06-20,2026-06-20T15:00:00Z,2026-06-20T22:00:00Z,1.2,Weather delay,MEDIUM
DT-LOG-10259,DR-113,MINE-03,MINE-03-ZONE-E,2026-06-06,2026-06-06T07:00:00Z,2026-06-06T22:00:00Z,13.5,Weather delay,CRITICAL
DT-LOG-10260,CR-115,MINE-04,MINE-04-ZONE-B,2026-01-31,2026-01-31T17:00:00Z,2026-01-31T22:00:00Z,8.4,Mechanical failure,HIGH
DT-LOG-10261,HT-112,MINE-04,MINE-04-ZONE-E,2026-05-27,2026-05-27T12:00:00Z,2026-05-27T22:00:00Z,6.4,Mechanical failure,HIGH
DT-LOG-10262,EX-116,MINE-01,MINE-01-ZONE-B,2026-08-07,2026-08-07T17:00:00Z,2026-08-07T22:00:00Z,6.1,Electrical glitch,HIGH
DT-LOG-10263,CR-125,MINE-04,MINE-04-ZONE-B,2026-01-02,2026-01-02T19:00:00Z,2026-01-02T22:00:00Z,12.7,Hydraulic leak,CRITICAL
DT-LOG-10264,CR-135,MINE-04,MINE-04-ZONE-A,2026-07-13,2026-07-13T10:00:00Z,2026-07-13T22:00:00Z,3.6,Weather delay,MEDIUM
DT-LOG-10265,LD-124,MINE-04,MINE-04-ZONE-C,2025-11-30,2025-11-30T11:00:00Z,2025-11-30T22:00:00Z,5.7,Scheduled maintenance,MEDIUM
DT-LOG-10266,LD-104,MINE-04,MINE-04-ZONE-B,2026-03-13,2026-03-13T19:00:00Z,2026-03-13T22:00:00Z,2.3,Electrical glitch,MEDIUM
DT-LOG-10267,EX-131,MINE-03,MINE-03-ZONE-E,2026-06-19,2026-06-19T16:00:00Z,2026-06-19T22:00:00Z,17.0,Hydraulic leak,CRITICAL
DT-LOG-10268,EX-126,MINE-01,MINE-01-ZONE-D,2025-12-28,2025-12-28T06:00:00Z,2025-12-28T22:00:00Z,10.1,Operator shortage,HIGH
DT-LOG-10269,DR-113,MINE-03,MINE-03-ZONE-E,2025-12-15,2025-12-15T16:00:00Z,2025-12-15T22:00:00Z,17.3,Operator shortage,CRITICAL
DT-LOG-10270,CR-110,MINE-03,MINE-03-ZONE-D,2026-05-16,2026-05-16T07:00:00Z,2026-05-16T22:00:00Z,2.5,Operator shortage,MEDIUM
DT-LOG-10271,LD-134,MINE-01,MINE-01-ZONE-E,2026-08-30,2026-08-30T08:00:00Z,2026-08-30T22:00:00Z,7.6,Operator shortage,HIGH
DT-LOG-10272,DR-133,MINE-02,MINE-02-ZONE-E,2026-08-10,2026-08-10T20:00:00Z,2026-08-10T22:00:00Z,7.4,Scheduled maintenance,HIGH
DT-LOG-10273,HT-117,MINE-01,MINE-01-ZONE-C,2026-05-25,2026-05-25T18:00:00Z,2026-05-25T22:00:00Z,8.1,Hydraulic leak,HIGH
DT-LOG-10274,LD-114,MINE-01,MINE-01-ZONE-E,2026-08-10,2026-08-10T09:00:00Z,2026-08-10T22:00:00Z,9.0,Operator shortage,HIGH
DT-LOG-10275,EX-136,MINE-02,MINE-02-ZONE-C,2026-03-16,2026-03-16T10:00:00Z,2026-03-16T22:00:00Z,12.1,Scheduled maintenance,CRITICAL
DT-LOG-10276,EX-136,MINE-02,MINE-02-ZONE-C,2026-05-06,2026-05-06T17:00:00Z,2026-05-06T22:00:00Z,13.8,Hydraulic leak,CRITICAL
DT-LOG-10277,HT-127,MINE-03,MINE-03-ZONE-C,2026-06-17,2026-06-17T19:00:00Z,2026-06-17T22:00:00Z,2.6,Hydraulic leak,MEDIUM
DT-LOG-10278,DR-108,MINE-01,MINE-01-ZONE-B,2026-07-30,2026-07-30T17:00:00Z,2026-07-30T22:00:00Z,3.6,Weather delay,MEDIUM
DT-LOG-10279,DR-118,MINE-01,MINE-01-ZONE-C,2025-11-06,2025-11-06T17:00:00Z,2025-11-06T22:00:00Z,14.1,Hydraulic leak,CRITICAL
DT-LOG-10280,CR-115,MINE-04,MINE-04-ZONE-B,2025-12-01,2025-12-01T17:00:00Z,2025-12-01T22:00:00Z,9.7,Mechanical failure,HIGH
DT-LOG-10281,EX-126,MINE-01,MINE-01-ZONE-D,2025-12-24,2025-12-24T16:00:00Z,2025-12-24T22:00:00Z,6.9,Weather delay,HIGH
DT-LOG-10282,HT-117,MINE-01,MINE-01-ZONE-C,2025-11-08,2025-11-08T11:00:00Z,2025-11-08T22:00:00Z,16.5,Electrical glitch,CRITICAL
DT-LOG-10283,HT-122,MINE-01,MINE-01-ZONE-B,2026-03-28,2026-03-28T19:00:00Z,2026-03-28T22:00:00Z,5.7,Weather delay,MEDIUM
DT-LOG-10284,EX-111,MINE-01,MINE-01-ZONE-D,2026-03-02,2026-03-02T14:00:00Z,2026-03-02T22:00:00Z,10.2,Hydraulic leak,HIGH
DT-LOG-10285,EX-106,MINE-04,MINE-04-ZONE-A,2026-02-01,2026-02-01T06:00:00Z,2026-02-01T22:00:00Z,14.0,Hydraulic leak,CRITICAL
DT-LOG-10286,DR-123,MINE-02,MINE-02-ZONE-A,2026-04-14,2026-04-14T09:00:00Z,2026-04-14T22:00:00Z,4.8,Hydraulic leak,MEDIUM
DT-LOG-10287,DR-133,MINE-02,MINE-02-ZONE-E,2025-12-07,2025-12-07T09:00:00Z,2025-12-07T22:00:00Z,8.3,Electrical glitch,HIGH
DT-LOG-10288,CR-120,MINE-01,MINE-01-ZONE-E,2026-07-31,2026-07-31T13:00:00Z,2026-07-31T22:00:00Z,1.2,Weather delay,MEDIUM
DT-LOG-10289,CR-135,MINE-04,MINE-04-ZONE-A,2026-04-03,2026-04-03T07:00:00Z,2026-04-03T22:00:00Z,7.1,Scheduled maintenance,HIGH
DT-LOG-10290,DR-133,MINE-02,MINE-02-ZONE-E,2026-07-17,2026-07-17T16:00:00Z,2026-07-17T22:00:00Z,13.1,Hydraulic leak,CRITICAL
DT-LOG-10291,EX-106,MINE-04,MINE-04-ZONE-A,2025-12-29,2025-12-29T17:00:00Z,2025-12-29T22:00:00Z,3.5,Electrical glitch,MEDIUM
DT-LOG-10292,LD-104,MINE-04,MINE-04-ZONE-B,2026-06-16,2026-06-16T19:00:00Z,2026-06-16T22:00:00Z,8.1,Weather delay,HIGH
DT-LOG-10293,HT-127,MINE-03,MINE-03-ZONE-C,2026-06-22,2026-06-22T10:00:00Z,2026-06-22T22:00:00Z,6.3,Operator shortage,HIGH
DT-LOG-10294,LD-114,MINE-01,MINE-01-ZONE-E,2026-02-20,2026-02-20T06:00:00Z,2026-02-20T22:00:00Z,8.5,Operator shortage,HIGH
DT-LOG-10295,LD-134,MINE-01,MINE-01-ZONE-E,2026-06-23,2026-06-23T06:00:00Z,2026-06-23T22:00:00Z,4.0,Weather delay,MEDIUM
DT-LOG-10296,EX-111,MINE-01,MINE-01-ZONE-D,2026-03-25,2026-03-25T08:00:00Z,2026-03-25T22:00:00Z,10.3,Weather delay,HIGH
DT-LOG-10297,LD-119,MINE-01,MINE-01-ZONE-D,2026-04-11,2026-04-11T20:00:00Z,2026-04-11T22:00:00Z,8.9,Operator shortage,HIGH
DT-LOG-10298,LD-114,MINE-01,MINE-01-ZONE-E,2026-04-10,2026-04-10T12:00:00Z,2026-04-10T22:00:00Z,4.6,Hydraulic leak,MEDIUM
DT-LOG-10299,EX-116,MINE-01,MINE-01-ZONE-B,2025-09-29,2025-09-29T10:00:00Z,2025-09-29T22:00:00Z,15.5,Scheduled maintenance,CRITICAL
DT-LOG-10300,DR-103,MINE-02,MINE-02-ZONE-B,2025-11-12,2025-11-12T17:00:00Z,2025-11-12T22:00:00Z,9.0,Scheduled maintenance,HIGH
DT-LOG-10301,CR-110,MINE-03,MINE-03-ZONE-D,2026-06-11,2026-06-11T09:00:00Z,2026-06-11T22:00:00Z,14.1,Hydraulic leak,CRITICAL
DT-LOG-10302,EX-126,MINE-01,MINE-01-ZONE-D,2026-02-27,2026-02-27T14:00:00Z,2026-02-27T22:00:00Z,11.3,Electrical glitch,HIGH
DT-LOG-10303,HT-132,MINE-01,MINE-01-ZONE-B,2026-02-12,2026-02-12T16:00:00Z,2026-02-12T22:00:00Z,10.7,Mechanical failure,HIGH
DT-LOG-10304,DR-128,MINE-04,MINE-04-ZONE-E,2026-01-21,2026-01-21T16:00:00Z,2026-01-21T22:00:00Z,5.3,Operator shortage,MEDIUM
DT-LOG-10305,CR-115,MINE-04,MINE-04-ZONE-B,2026-09-04,2026-09-04T07:00:00Z,2026-09-04T22:00:00Z,1.6,Mechanical failure,MEDIUM
DT-LOG-10306,HT-107,MINE-03,MINE-03-ZONE-C,2026-04-07,2026-04-07T18:00:00Z,2026-04-07T22:00:00Z,8.0,Scheduled maintenance,HIGH
DT-LOG-10307,DR-128,MINE-04,MINE-04-ZONE-E,2025-12-21,2025-12-21T08:00:00Z,2025-12-21T22:00:00Z,17.7,Weather delay,CRITICAL
DT-LOG-10308,DR-118,MINE-01,MINE-01-ZONE-C,2026-03-25,2026-03-25T10:00:00Z,2026-03-25T22:00:00Z,15.2,Mechanical failure,CRITICAL
DT-LOG-10309,LD-119,MINE-01,MINE-01-ZONE-D,2025-09-22,2025-09-22T11:00:00Z,2025-09-22T22:00:00Z,10.1,Scheduled maintenance,HIGH
DT-LOG-10310,CR-125,MINE-04,MINE-04-ZONE-B,2025-12-07,2025-12-07T15:00:00Z,2025-12-07T22:00:00Z,3.8,Electrical glitch,MEDIUM
DT-LOG-10311,CR-105,MINE-02,MINE-02-ZONE-E,2025-11-13,2025-11-13T14:00:00Z,2025-11-13T22:00:00Z,11.8,Electrical glitch,HIGH
