sample_id,hole_id,zone_id,depth_from_m,depth_to_m,mn_pct,fe_pct,sio2_pct,al2o3_pct,p_pct,sample_date
SMP-10228,DH-2078,MINE-03-ZONE-B,50.0,75.0,34.83,6.66,19.95,5.35,0.256,2026-01-24
SMP-10229,DH-2078,MINE-03-ZONE-B,75.0,100.0,36.05,8.49,15.41,6.08,0.257,2026-01-24
SMP-10230,DH-2079,MINE-01-ZONE-E,0.0,25.0,26.7,7.74,15.29,3.24,0.195,2026-01-26
SMP-10231,DH-2079,MINE-01-ZONE-E,25.0,50.0,30.04,9.26,19.15,3.91,0.14,2026-01-26
SMP-10232,DH-2079,MINE-01-ZONE-E,50.0,75.0,33.38,5.38,21.59,5.89,0.253,2026-01-26
SMP-10233,DH-2079,MINE-01-ZONE-E,75.0,100.0,26.92,15.81,11.9,3.05,0.098,2026-01-26
SMP-10234,DH-2080,MINE-04-ZONE-C,0.0,25.0,31.19,12.85,22.13,4.7,0.179,2026-01-27
SMP-10235,DH-2080,MINE-04-ZONE-C,25.0,50.0,27.27,6.58,12.45,6.22,0.289,2026-01-27
SMP-10236,DH-2080,MINE-04-ZONE-C,50.0,75.0,33.0,13.59,16.59,4.19,0.109,2026-01-27
SMP-10237,DH-2081,MINE-01-ZONE-D,0.0,25.0,29.17,8.18,21.53,5.7,0.294,2026-01-29
SMP-10238,DH-2081,MINE-01-ZONE-D,25.0,50.0,30.36,7.57,17.83,2.51,0.09,2026-01-29
SMP-10239,DH-2081,MINE-01-ZONE-D,50.0,75.0,24.48,7.66,10.93,6.16,0.203,2026-01-29
SMP-10240,DH-2082,MINE-03-ZONE-D,0.0,25.0,40.62,6.08,10.67,3.73,0.106,2026-01-30
SMP-10241,DH-2082,MINE-03-ZONE-D,25.0,50.0,39.73,11.43,21.85,7.71,0.195,2026-01-30
SMP-10242,DH-2082,MINE-03-ZONE-D,50.0,75.0,33.26,8.61,16.99,5.92,0.173,2026-01-30
SMP-10243,DH-2082,MINE-03-ZONE-D,75.0,100.0,36.23,12.52,15.1,3.0,0.22,2026-01-30
SMP-10244,DH-2083,MINE-02-ZONE-C,0.0,25.0,29.51,5.36,9.83,6.65,0.297,2026-02-01
SMP-10245,DH-2083,MINE-02-ZONE-C,25.0,50.0,27.68,13.87,8.67,6.31,0.214,2026-02-01
SMP-10246,DH-2083,MINE-02-ZONE-C,50.0,75.0,33.91,5.23,21.28,6.51,0.139,2026-02-01
SMP-10247,DH-2084,MINE-01-ZONE-B,0.0,25.0,29.89,12.85,19.03,7.17,0.233,2026-02-02
SMP-10248,DH-2084,MINE-01-ZONE-B,25.0,50.0,32.07,11.39,20.56,6.88,0.292,2026-02-02
SMP-10249,DH-2085,MINE-04-ZONE-D,0.0,25.0,28.09,14.3,23.77,6.08,0.079,2026-02-04
SMP-10250,DH-2085,MINE-04-ZONE-D,25.0,50.0,35.05,13.43,22.7,7.95,0.31,2026-02-04
SMP-10251,DH-2085,MINE-04-ZONE-D,50.0,75.0,26.69,14.39,11.99,6.27,0.299,2026-02-04
SMP-10252,DH-2085,MINE-04-ZONE-D,75.0,100.0,33.03,12.11,15.83,5.46,0.131,2026-02-04
SMP-10253,DH-2086,MINE-03-ZONE-D,0.0,25.0,32.95,14.53,15.28,4.93,0.225,2026-02-05
SMP-10254,DH-2086,MINE-03-ZONE-D,25.0,50.0,34.69,14.17,9.49,7.83,0.24,2026-02-05
SMP-10255,DH-2086,MINE-03-ZONE-D,50.0,75.0,32.97,14.2,20.73,4.39,0.34,2026-02-05
SMP-10256,DH-2087,MINE-02-ZONE-B,0.0,25.0,36.75,14.73,20.2,2.28,0.238,2026-02-07
SMP-10257,DH-2087,MINE-02-ZONE-B,25.0,50.0,37.24,4.2,22.87,2.95,0.187,2026-02-07
SMP-10258,DH-2087,MINE-02-ZONE-B,50.0,75.0,38.79,9.13,23.93,7.46,0.315,2026-02-07
SMP-10259,DH-2088,MINE-02-ZONE-E,0.0,25.0,29.86,5.99,14.34,3.83,0.26,2026-02-08
SMP-10260,DH-2088,MINE-02-ZONE-E,25.0,50.0,23.16,11.87,19.26,2.01,0.193,2026-02-08
SMP-10261,DH-2088,MINE-02-ZONE-E,50.0,75.0,22.15,6.71,18.88,2.06,0.259,2026-02-08
SMP-10262,DH-2088,MINE-02-ZONE-E,75.0,100.0,28.99,15.86,14.76,2.79,0.071,2026-02-08
SMP-10263,DH-2089,MINE-03-ZONE-C,0.0,25.0,25.56,12.13,9.09,5.38,0.233,2026-02-10
SMP-10264,DH-2089,MINE-03-ZONE-C,25.0,50.0,20.78,8.21,11.41,6.49,0.326,2026-02-10
SMP-10265,DH-2090,MINE-04-ZONE-E,0.0,25.0,37.0,9.15,20.66,3.49,0.243,2026-02-11
SMP-10266,DH-2090,MINE-04-ZONE-E,25.0,50.0,35.96,11.21,19.54,3.71,0.332,2026-02-11
SMP-10267,DH-2090,MINE-04-ZONE-E,50.0,75.0,33.75,14.16,22.01,3.23,0.232,2026-02-11
SMP-10268,DH-2091,MINE-02-ZONE-B,0.0,25.0,37.36,11.66,9.14,7.33,0.054,2026-02-13
SMP-10269,DH-2091,MINE-02-ZONE-B,25.0,50.0,38.56,7.8,14.19,7.03,0.176,2026-02-13
SMP-10270,DH-2092,MINE-04-ZONE-C,0.0,25.0,36.01,4.48,8.97,6.74,0.202,2026-02-14
SMP-10271,DH-2092,MINE-04-ZONE-C,25.0,50.0,39.68,10.01,14.65,6.21,0.075,2026-02-14
SMP-10272,DH-2093,MINE-04-ZONE-C,0.0,25.0,35.26,8.69,18.15,7.01,0.254,2026-02-16
SMP-10273,DH-2093,MINE-04-ZONE-C,25.0,50.0,30.56,12.38,19.68,7.08,0.067,2026-02-16
SMP-10274,DH-2094,MINE-01-ZONE-C,0.0,25.0,40.95,4.15,10.2,2.07,0.199,2026-02-17
SMP-10275,DH-2094,MINE-01-ZONE-C,25.0,50.0,42.66,10.21,21.16,3.56,0.162,2026-02-17
SMP-10276,DH-2094,MINE-01-ZONE-C,50.0,75.0,46.69,14.48,19.73,2.71,0.32,2026-02-17
SMP-10277,DH-2094,MINE-01-ZONE-C,75.0,100.0,42.54,9.15,16.38,3.58,0.343,2026-02-17
SMP-10278,DH-2095,MINE-01-ZONE-C,0.0,25.0,36.64,14.73,18.79,2.69,0.272,2026-02-19
SMP-10279,DH-2095,MINE-01-ZONE-C,25.0,50.0,28.94,14.3,8.2,2.28,0.159,2026-02-19
SMP-10280,DH-2095,MINE-01-ZONE-C,50.0,75.0,38.11,6.15,23.37,2.21,0.291,2026-02-19
SMP-10281,DH-2096,MINE-03-ZONE-D,0.0,25.0,27.41,14.82,10.87,6.83,0.344,2026-02-20
SMP-10282,DH-2096,MINE-03-ZONE-D,25.0,50.0,31.93,4.83,15.44,3.69,0.303,2026-02-20
SMP-10283,DH-2097,MINE-03-ZONE-A,0.0,25.0,23.71,11.1,15.89,6.64,0.109,2026-02-22
SMP-10284,DH-2097,MINE-03-ZONE-A,25.0,50.0,28.07,13.13,11.92,2.04,0.173,2026-02-22
SMP-10285,DH-2098,MINE-02-ZONE-C,0.0,25.0,33.76,12.86,12.92,3.23,0.345,2026-02-23
SMP-10286,DH-2098,MINE-02-ZONE-C,25.0,50.0,34.2,15.53,23.56,2.85,0.134,2026-02-23
SMP-10287,DH-2098,MINE-02-ZONE-C,50.0,75.0,30.44,6.78,21.53,4.48,0.319,2026-02-23
SMP-10288,DH-2098,MINE-02-ZONE-C,75.0,100.0,34.58,12.97,17.29,5.03,0.241,2026-02-23
SMP-10289,DH-2099,MINE-03-ZONE-C,0.0,25.0,28.06,8.72,21.31,3.96,0.186,2026-02-25
SMP-10290,DH-2099,MINE-03-ZONE-C,25.0,50.0,21.14,15.32,10.18,6.62,0.083,2026-02-25
SMP-10291,DH-2099,MINE-03-ZONE-C,50.0,75.0,19.86,9.39,13.02,2.72,0.157,2026-02-25
SMP-10292,DH-2100,MINE-02-ZONE-B,0.0,25.0,34.82,4.48,21.37,3.97,0.077,2026-02-26
SMP-10293,DH-2100,MINE-02-ZONE-B,25.0,50.0,30.33,8.27,16.22,6.06,0.128,2026-02-26
SMP-10294,DH-2100,MINE-02-ZONE-B,50.0,75.0,37.76,4.37,14.47,4.71,0.274,2026-02-26
SMP-10295,DH-2100,MINE-02-ZONE-B,75.0,100.0,30.35,9.54,20.86,2.84,0.054,2026-02-26
SMP-10296,DH-2101,MINE-02-ZONE-C,0.0,25.0,22.73,13.75,8.35,2.39,0.321,2026-02-28
SMP-10297,DH-2101,MINE-02-ZONE-C,25.0,50.0,24.57,5.55,22.48,6.98,0.149,2026-02-28
SMP-10298,DH-2101,MINE-02-ZONE-C,50.0,75.0,20.57,9.53,10.69,5.44,0.297,2026-02-28
SMP-10299,DH-2101,MINE-02-ZONE-C,75.0,100.0,24.09,4.35,18.93,3.04,0.114,2026-02-28
SMP-10300,DH-2102,MINE-02-ZONE-A,0.0,25.0,28.59,14.59,15.66,2.53,0.165,2026-03-01
SMP-10301,DH-2102,MINE-02-ZONE-A,25.0,50.0,27.79,11.71,20.76,3.49,0.348,2026-03-01
SMP-10302,DH-2102,MINE-02-ZONE-A,50.0,75.0,29.04,4.23,14.12,6.28,0.194,2026-03-01
SMP-10303,DH-2103,MINE-04-ZONE-A,0.0,25.0,25.55,13.73,12.49,6.85,0.192,2026-03-03
SMP-10304,DH-2103,MINE-04-ZONE-A,25.0,50.0,28.83,11.01,11.72,2.96,0.124,2026-03-03
SMP-10305,DH-2104,MINE-02-ZONE-C,0.0,25.0,26.95,14.07,21.52,3.06,0.228,2026-03-04
SMP-10306,DH-2104,MINE-02-ZONE-C,25.0,50.0,31.46,12.37,22.62,2.17,0.26,2026-03-04
SMP-10307,DH-2104,MINE-02-ZONE-C,50.0,75.0,32.88,10.76,17.01,3.13,0.346,2026-03-04
SMP-10308,DH-2105,MINE-04-ZONE-A,0.0,25.0,34.79,7.98,17.83,6.84,0.152,2026-03-06
SMP-10309,DH-2105,MINE-04-ZONE-A,25.0,50.0,31.78,13.63,21.89,2.36,0.094,2026-03-06
SMP-10310,DH-2105,MINE-04-ZONE-A,50.0,75.0,37.06,5.7,9.77,5.16,0.159,2026-03-06
SMP-10311,DH-2105,MINE-04-ZONE-A,75.0,100.0,30.74,12.45,18.59,5.52,0.151,2026-03-06
SMP-10312,DH-2106,MINE-03-ZONE-A,0.0,25.0,27.34,10.74,22.23,5.68,0.157,2026-03-07
SMP-10313,DH-2106,MINE-03-ZONE-A,25.0,50.0,26.93,13.77,14.05,6.4,0.138,2026-03-07
SMP-10314,DH-2107,MINE-02-ZONE-A,0.0,25.0,37.67,13.71,17.78,5.84,0.081,2026-03-09
SMP-10315,DH-2107,MINE-02-ZONE-A,25.0,50.0,39.45,7.97,9.24,4.08,0.146,2026-03-09
SMP-10316,DH-2107,MINE-02-ZONE-A,50.0,75.0,40.85,15.56,21.15,6.02,0.269,2026-03-09
SMP-10317,DH-2107,MINE-02-ZONE-A,75.0,100.0,37.85,4.14,11.35,6.16,0.155,2026-03-09
SMP-10318,DH-2108,MINE-01-ZONE-D,0.0,25.0,43.11,8.21,14.01,6.97,0.287,2026-03-10
SMP-10319,DH-2108,MINE-01-ZONE-D,25.0,50.0,40.07,13.1,11.61,4.71,0.29,2026-03-10
SMP-10320,DH-2108,MINE-01-ZONE-D,50.0,75.0,34.62,4.24,12.18,2.63,0.153,2026-03-10
SMP-10321,DH-2109,MINE-03-ZONE-C,0.0,25.0,29.79,12.45,14.9,5.92,0.232,2026-03-12
SMP-10322,DH-2109,MINE-03-ZONE-C,25.0,50.0,25.2,4.64,13.3,7.85,0.173,2026-03-12
SMP-10323,DH-2109,MINE-03-ZONE-C,50.0,75.0,26.4,15.11,16.64,5.96,0.139,2026-03-12
SMP-10324,DH-2109,MINE-03-ZONE-C,75.0,100.0,21.82,8.71,16.79,4.95,0.066,2026-03-12
SMP-10325,DH-2110,MINE-01-ZONE-A,0.0,25.0,28.97,7.5,9.31,7.06,0.143,2026-03-13
SMP-10326,DH-2110,MINE-01-ZONE-A,25.0,50.0,31.23,9.87,18.58,2.55,0.213,2026-03-13
SMP-10327,DH-2111,MINE-02-ZONE-A,0.0,25.0,34.27,10.77,10.42,6.18,0.079,2026-03-15
SMP-10328,DH-2111,MINE-02-ZONE-A,25.0,50.0,32.58,13.7,14.62,6.54,0.118,2026-03-15
SMP-10329,DH-2112,MINE-01-ZONE-B,0.0,25.0,41.94,4.95,22.44,6.29,0.201,2026-03-16
SMP-10330,DH-2112,MINE-01-ZONE-B,25.0,50.0,46.18,13.61,18.84,5.72,0.086,2026-03-16
SMP-10331,DH-2113,MINE-03-ZONE-E,0.0,25.0,31.03,9.22,23.96,5.76,0.3,2026-03-18
SMP-10332,DH-2113,MINE-03-ZONE-E,25.0,50.0,23.73,14.93,22.63,2.4,0.166,2026-03-18
SMP-10333,DH-2114,MINE-03-ZONE-C,0.0,25.0,36.13,13.38,9.8,2.9,0.22,2026-03-19
SMP-10334,DH-2114,MINE-03-ZONE-C,25.0,50.0,36.08,15.58,9.6,2.63,0.284,2026-03-19
SMP-10335,DH-2114,MINE-03-ZONE-C,50.0,75.0,38.11,14.41,22.08,7.27,0.129,2026-03-19
SMP-10336,DH-2114,MINE-03-ZONE-C,75.0,100.0,36.8,10.86,15.57,3.03,0.171,2026-03-19
SMP-10337,DH-2115,MINE-04-ZONE-E,0.0,25.0,39.07,15.05,22.35,2.12,0.295,2026-03-21
SMP-10338,DH-2115,MINE-04-ZONE-E,25.0,50.0,34.64,7.36,15.87,6.18,0.079,2026-03-21
SMP-10339,DH-2116,MINE-02-ZONE-C,0.0,25.0,26.69,6.26,11.38,6.94,0.272,2026-03-22
SMP-10340,DH-2116,MINE-02-ZONE-C,25.0,50.0,27.82,14.41,21.14,5.09,0.098,2026-03-22
SMP-10341,DH-2116,MINE-02-ZONE-C,50.0,75.0,23.34,10.08,10.17,7.11,0.314,2026-03-22
SMP-10342,DH-2116,MINE-02-ZONE-C,75.0,100.0,20.52,6.31,21.33,7.02,0.125,2026-03-22
SMP-10343,DH-2117,MINE-03-ZONE-E,0.0,25.0,27.44,12.17,11.87,4.93,0.184,2026-03-24
SMP-10344,DH-2117,MINE-03-ZONE-E,25.0,50.0,27.82,9.69,16.82,4.07,0.301,2026-03-24
SMP-10345,DH-2117,MINE-03-ZONE-E,50.0,75.0,20.8,13.97,9.45,2.16,0.065,2026-03-24
SMP-10346,DH-2117,MINE-03-ZONE-E,75.0,100.0,26.75,13.36,11.43,3.33,0.118,2026-03-24
SMP-10347,DH-2118,MINE-02-ZONE-B,0.0,25.0,29.93,11.21,8.14,3.51,0.292,2026-03-25
SMP-10348,DH-2118,MINE-02-ZONE-B,25.0,50.0,26.51,15.6,18.28,4.54,0.163,2026-03-25
SMP-10349,DH-2119,MINE-03-ZONE-B,0.0,25.0,28.09,15.99,23.46,7.04,0.218,2026-03-27
SMP-10350,DH-2119,MINE-03-ZONE-B,25.0,50.0,33.96,7.39,18.95,4.89,0.151,2026-03-27
SMP-10351,DH-2120,MINE-02-ZONE-D,0.0,25.0,37.54,6.88,8.91,7.14,0.293,2026-03-28
SMP-10352,DH-2120,MINE-02-ZONE-D,25.0,50.0,36.41,7.84,10.24,2.15,0.199,2026-03-28
SMP-10353,DH-2121,MINE-02-ZONE-E,0.0,25.0,26.66,12.56,18.98,5.83,0.193,2026-03-30
SMP-10354,DH-2121,MINE-02-ZONE-E,25.0,50.0,32.64,8.3,12.8,3.02,0.247,2026-03-30
SMP-10355,DH-2122,MINE-04-ZONE-C,0.0,25.0,30.82,14.8,18.47,3.33,0.117,2026-03-31
SMP-10356,DH-2122,MINE-04-ZONE-C,25.0,50.0,30.06,9.05,22.19,4.23,0.226,2026-03-31
SMP-10357,DH-2123,MINE-03-ZONE-E,0.0,25.0,42.43,14.41,14.11,3.79,0.066,2026-04-02
SMP-10358,DH-2123,MINE-03-ZONE-E,25.0,50.0,45.97,5.65,11.2,4.46,0.221,2026-04-02
SMP-10359,DH-2124,MINE-03-ZONE-E,0.0,25.0,23.57,4.7,15.23,3.26,0.282,2026-04-03
SMP-10360,DH-2124,MINE-03-ZONE-E,25.0,50.0,26.2,5.9,20.56,6.68,0.089,2026-04-03
SMP-10361,DH-2125,MINE-03-ZONE-D,0.0,25.0,35.93,4.17,13.16,7.0,0.107,2026-04-05
SMP-10362,DH-2125,MINE-03-ZONE-D,25.0,50.0,38.97,11.52,11.98,6.16,0.153,2026-04-05
SMP-10363,DH-2125,MINE-03-ZONE-D,50.0,75.0,33.49,8.6,17.42,3.0,0.297,2026-04-05
SMP-10364,DH-2125,MINE-03-ZONE-D,75.0,100.0,35.18,7.49,19.65,5.58,0.151,2026-04-05
SMP-10365,DH-2126,MINE-01-ZONE-E,0.0,25.0,32.5,5.57,19.75,5.54,0.101,2026-04-06
SMP-10366,DH-2126,MINE-01-ZONE-E,25.0,50.0,28.9,11.81,8.6,7.26,0.127,2026-04-06
SMP-10367,DH-2127,MINE-04-ZONE-C,0.0,25.0,36.13,8.56,16.76,4.85,0.096,2026-04-08
SMP-10368,DH-2127,MINE-04-ZONE-C,25.0,50.0,38.91,11.56,12.82,5.97,0.249,2026-04-08
SMP-10369,DH-2128,MINE-02-ZONE-D,0.0,25.0,34.78,13.42,15.96,5.65,0.283,2026-04-09
SMP-10370,DH-2128,MINE-02-ZONE-D,25.0,50.0,40.26,15.68,13.73,4.46,0.098,2026-04-09
SMP-10371,DH-2129,MINE-04-ZONE-C,0.0,25.0,37.98,14.02,18.7,2.89,0.077,2026-04-11
SMP-10372,DH-2129,MINE-04-ZONE-C,25.0,50.0,34.03,12.68,9.62,3.54,0.119,2026-04-11
SMP-10373,DH-2130,MINE-02-ZONE-E,0.0,25.0,26.47,12.86,9.52,6.55,0.064,2026-04-12
SMP-10374,DH-2130,MINE-02-ZONE-E,25.0,50.0,31.86,11.96,10.73,4.15,0.181,2026-04-12
SMP-10375,DH-2130,MINE-02-ZONE-E,50.0,75.0,29.56,14.54,9.49,6.89,0.105,2026-04-12
SMP-10376,DH-2130,MINE-02-ZONE-E,75.0,100.0,27.35,15.55,12.35,4.31,0.305,2026-04-12
SMP-10377,DH-2131,MINE-03-ZONE-D,0.0,25.0,33.61,14.93,15.72,5.41,0.181,2026-04-14
SMP-10378,DH-2131,MINE-03-ZONE-D,25.0,50.0,38.68,13.35,17.78,7.18,0.314,2026-04-14
SMP-10379,DH-2132,MINE-01-ZONE-E,0.0,25.0,28.71,14.42,16.4,6.46,0.267,2026-04-15
SMP-10380,DH-2132,MINE-01-ZONE-E,25.0,50.0,30.83,15.47,21.97,5.11,0.256,2026-04-15
SMP-10381,DH-2132,MINE-01-ZONE-E,50.0,75.0,34.77,9.19,19.63,4.89,0.249,2026-04-15
SMP-10382,DH-2133,MINE-03-ZONE-C,0.0,25.0,25.63,9.63,15.93,2.99,0.275,2026-04-17
SMP-10383,DH-2133,MINE-03-ZONE-C,25.0,50.0,23.78,7.97,12.45,5.04,0.215,2026-04-17
SMP-10384,DH-2134,MINE-03-ZONE-C,0.0,25.0,31.15,5.42,15.96,5.92,0.081,2026-04-18
SMP-10385,DH-2134,MINE-03-ZONE-C,25.0,50.0,30.8,10.69,8.0,2.55,0.231,2026-04-18
SMP-10386,DH-2134,MINE-03-ZONE-C,50.0,75.0,32.87,7.66,16.13,3.24,0.251,2026-04-18
SMP-10387,DH-2135,MINE-03-ZONE-A,0.0,25.0,30.45,11.89,19.45,2.68,0.278,2026-04-20
SMP-10388,DH-2135,MINE-03-ZONE-A,25.0,50.0,27.94,8.1,21.28,7.79,0.138,2026-04-20
SMP-10389,DH-2135,MINE-03-ZONE-A,50.0,75.0,30.94,12.43,8.73,2.98,0.092,2026-04-20
SMP-10390,DH-2135,MINE-03-ZONE-A,75.0,100.0,32.89,12.66,9.71,5.67,0.106,2026-04-20
SMP-10391,DH-2136,MINE-03-ZONE-C,0.0,25.0,30.54,11.07,20.35,4.7,0.248,2026-04-21
SMP-10392,DH-2136,MINE-03-ZONE-C,25.0,50.0,31.73,5.62,15.98,5.18,0.065,2026-04-21
SMP-10393,DH-2136,MINE-03-ZONE-C,50.0,75.0,31.52,14.07,15.73,5.05,0.326,2026-04-21
SMP-10394,DH-2136,MINE-03-ZONE-C,75.0,100.0,23.94,10.94,19.69,2.77,0.166,2026-04-21
SMP-10395,DH-2137,MINE-04-ZONE-E,0.0,25.0,34.29,15.56,23.53,4.72,0.09,2026-04-23
SMP-10396,DH-2137,MINE-04-ZONE-E,25.0,50.0,35.68,12.4,19.97,3.79,0.26,2026-04-23
SMP-10397,DH-2138,MINE-03-ZONE-A,0.0,25.0,37.53,12.07,23.7,5.9,0.337,2026-04-24
SMP-10398,DH-2138,MINE-03-ZONE-A,25.0,50.0,39.12,12.33,13.16,2.69,0.156,2026-04-24
SMP-10399,DH-2138,MINE-03-ZONE-A,50.0,75.0,38.88,10.85,18.67,4.5,0.274,2026-04-24
SMP-10400,DH-2138,MINE-03-ZONE-A,75.0,100.0,42.49,7.43,21.56,6.85,0.207,2026-04-24
SMP-10401,DH-2139,MINE-01-ZONE-A,0.0,25.0,28.65,14.07,19.05,3.77,0.276,2026-04-26
SMP-10402,DH-2139,MINE-01-ZONE-A,25.0,50.0,26.46,13.77,9.64,7.21,0.272,2026-04-26
SMP-10403,DH-2139,MINE-01-ZONE-A,50.0,75.0,34.79,12.91,16.98,3.43,0.285,2026-04-26
SMP-10404,DH-2139,MINE-01-ZONE-A,75.0,100.0,34.13,7.45,18.63,7.56,0.166,2026-04-26
SMP-10405,DH-2140,MINE-03-ZONE-A,0.0,25.0,47.23,11.77,20.08,5.28,0.231,2026-04-27
SMP-10406,DH-2140,MINE-03-ZONE-A,25.0,50.0,47.94,15.57,12.71,3.06,0.255,2026-04-27
SMP-10407,DH-2140,MINE-03-ZONE-A,50.0,75.0,42.05,6.09,16.22,4.26,0.179,2026-04-27
SMP-10408,DH-2140,MINE-03-ZONE-A,75.0,100.0,45.75,5.56,17.34,3.53,0.149,2026-04-27
SMP-10409,DH-2141,MINE-01-ZONE-E,0.0,25.0,20.97,13.48,16.8,2.44,0.262,2026-04-29
SMP-10410,DH-2141,MINE-01-ZONE-E,25.0,50.0,23.21,15.48,16.33,6.72,0.098,2026-04-29
SMP-10411,DH-2141,MINE-01-ZONE-E,50.0,75.0,23.39,8.84,13.59,7.3,0.249,2026-04-29
SMP-10412,DH-2141,MINE-01-ZONE-E,75.0,100.0,21.27,7.52,23.2,5.71,0.192,2026-04-29
SMP-10413,DH-2142,MINE-04-ZONE-C,0.0,25.0,42.91,11.45,23.34,6.1,0.146,2026-04-30
SMP-10414,DH-2142,MINE-04-ZONE-C,25.0,50.0,45.93,15.34,14.17,5.24,0.135,2026-04-30
SMP-10415,DH-2142,MINE-04-ZONE-C,50.0,75.0,45.88,13.87,14.0,6.82,0.184,2026-04-30
SMP-10416,DH-2142,MINE-04-ZONE-C,75.0,100.0,37.21,14.78,11.08,5.08,0.334,2026-04-30
SMP-10417,DH-2143,MINE-02-ZONE-A,0.0,25.0,48.97,9.09,9.66,5.23,0.261,2026-05-02
SMP-10418,DH-2143,MINE-02-ZONE-A,25.0,50.0,50.08,13.3,18.34,7.64,0.274,2026-05-02
SMP-10419,DH-2144,MINE-01-ZONE-E,0.0,25.0,18.27,13.86,22.58,4.45,0.185,2026-05-03
SMP-10420,DH-2144,MINE-01-ZONE-E,25.0,50.0,21.61,7.8,14.23,2.71,0.052,2026-05-03
SMP-10421,DH-2144,MINE-01-ZONE-E,50.0,75.0,24.77,4.76,19.94,2.27,0.304,2026-05-03
SMP-10422,DH-2144,MINE-01-ZONE-E,75.0,100.0,21.15,10.03,12.64,6.12,0.232,2026-05-03
SMP-10423,DH-2145,MINE-02-ZONE-E,0.0,25.0,36.73,8.69,20.76,5.27,0.338,2026-05-05
SMP-10424,DH-2145,MINE-02-ZONE-E,25.0,50.0,36.81,12.13,22.63,6.77,0.269,2026-05-05
SMP-10425,DH-2146,MINE-03-ZONE-B,0.0,25.0,43.92,10.57,9.36,3.26,0.272,2026-05-06
SMP-10426,DH-2146,MINE-03-ZONE-B,25.0,50.0,47.24,6.54,22.49,7.11,0.093,2026-05-06
SMP-10427,DH-2146,MINE-03-ZONE-B,50.0,75.0,41.82,11.4,12.04,2.69,0.251,2026-05-06
SMP-10428,DH-2146,MINE-03-ZONE-B,75.0,100.0,45.65,4.65,20.02,7.94,0.215,2026-05-06
SMP-10429,DH-2147,MINE-04-ZONE-C,0.0,25.0,22.33,12.06,11.75,3.71,0.071,2026-05-08
SMP-10430,DH-2147,MINE-04-ZONE-C,25.0,50.0,20.69,9.83,13.25,5.96,0.258,2026-05-08
SMP-10431,DH-2147,MINE-04-ZONE-C,50.0,75.0,20.28,10.8,20.92,7.75,0.101,2026-05-08
SMP-10432,DH-2148,MINE-03-ZONE-A,0.0,25.0,26.23,9.76,15.13,6.65,0.196,2026-05-09
SMP-10433,DH-2148,MINE-03-ZONE-A,25.0,50.0,24.0,11.75,9.31,3.68,0.298,2026-05-09
SMP-10434,DH-2148,MINE-03-ZONE-A,50.0,75.0,31.82,6.36,19.74,5.76,0.268,2026-05-09
SMP-10435,DH-2148,MINE-03-ZONE-A,75.0,100.0,31.83,14.2,18.11,6.88,0.224,2026-05-09
SMP-10436,DH-2149,MINE-04-ZONE-D,0.0,25.0,25.77,6.68,20.35,6.4,0.137,2026-05-11
SMP-10437,DH-2149,MINE-04-ZONE-D,25.0,50.0,26.76,10.12,14.35,5.01,0.249,2026-05-11
SMP-10438,DH-2150,MINE-04-ZONE-E,0.0,25.0,42.14,5.75,19.71,7.64,0.062,2026-05-12
SMP-10439,DH-2150,MINE-04-ZONE-E,25.0,50.0,41.03,6.78,12.23,3.4,0.251,2026-05-12
SMP-10440,DH-2150,MINE-04-ZONE-E,50.0,75.0,38.6,13.5,14.21,7.51,0.314,2026-05-12
SMP-10441,DH-2150,MINE-04-ZONE-E,75.0,100.0,33.82,11.78,9.65,7.81,0.24,2026-05-12
SMP-10442,DH-2151,MINE-02-ZONE-D,0.0,25.0,43.57,14.03,16.27,4.26,0.322,2026-05-14
SMP-10443,DH-2151,MINE-02-ZONE-D,25.0,50.0,42.2,8.23,21.88,4.92,0.195,2026-05-14
SMP-10444,DH-2151,MINE-02-ZONE-D,50.0,75.0,43.08,10.02,10.22,2.99,0.073,2026-05-14
SMP-10445,DH-2151,MINE-02-ZONE-D,75.0,100.0,43.47,6.54,10.99,4.17,0.265,2026-05-14
SMP-10446,DH-2152,MINE-01-ZONE-D,0.0,25.0,38.78,11.77,14.57,3.46,0.088,2026-05-15
SMP-10447,DH-2152,MINE-01-ZONE-D,25.0,50.0,38.79,5.62,16.2,7.34,0.094,2026-05-15
SMP-10448,DH-2153,MINE-02-ZONE-A,0.0,25.0,30.48,13.86,23.16,3.3,0.232,2026-05-17
SMP-10449,DH-2153,MINE-02-ZONE-A,25.0,50.0,27.91,9.78,11.51,4.46,0.093,2026-05-17
SMP-10450,DH-2153,MINE-02-ZONE-A,50.0,75.0,29.03,13.21,17.97,5.06,0.1,2026-05-17
SMP-10451,DH-2153,MINE-02-ZONE-A,75.0,100.0,30.06,15.07,17.54,2.41,0.163,2026-05-17
SMP-10452,DH-2154,MINE-01-ZONE-E,0.0,25.0,20.57,9.71,17.84,2.23,0.285,2026-05-18
SMP-10453,DH-2154,MINE-01-ZONE-E,25.0,50.0,24.64,5.41,15.72,2.78,0.231,2026-05-18
SMP-10454,DH-2154,MINE-01-ZONE-E,50.0,75.0,27.89,14.76,20.4,5.9,0.207,2026-05-18
SMP-10455,DH-2154,MINE-01-ZONE-E,75.0,100.0,23.31,4.52,16.48,3.38,0.291,2026-05-18
