record_id,date,mine_id,rainfall_mm,temp_c,humidity_pct,soil_moisture_pct,weather_condition
WX-MINE-04-2025-11-27,2025-11-27,MINE-04,2.1,25.9,77.8,0.21,CLEAR
WX-MINE-01-2025-11-28,2025-11-28,MINE-01,0.6,30.5,57.7,0.16,CLEAR
WX-MINE-02-2025-11-28,2025-11-28,MINE-02,1.7,24.6,46.8,0.17,CLEAR
WX-MINE-03-2025-11-28,2025-11-28,MINE-03,2.7,30.1,65.7,0.25,CLEAR
WX-MINE-04-2025-11-28,2025-11-28,MINE-04,3.5,33.7,70.0,0.28,CLEAR
WX-MINE-01-2025-11-29,2025-11-29,MINE-01,2.8,41.0,75.2,0.22,CLEAR
WX-MINE-02-2025-11-29,2025-11-29,MINE-02,0.7,32.1,61.7,0.2,CLEAR
WX-MINE-03-2025-11-29,2025-11-29,MINE-03,3.9,32.3,64.1,0.25,CLEAR
WX-MINE-04-2025-11-29,2025-11-29,MINE-04,1.8,22.7,43.6,0.22,CLEAR
WX-MINE-01-2025-11-30,2025-11-30,MINE-01,3.7,24.4,81.9,0.19,CLEAR
WX-MINE-02-2025-11-30,2025-11-30,MINE-02,1.5,27.8,63.8,0.17,CLEAR
WX-MINE-03-2025-11-30,2025-11-30,MINE-03,1.2,29.5,51.2,0.16,CLEAR
WX-MINE-04-2025-11-30,2025-11-30,MINE-04,0.6,37.7,58.2,0.25,CLEAR
WX-MINE-01-2025-12-01,2025-12-01,MINE-01,1.2,27.7,45.1,0.23,CLEAR
WX-MINE-02-2025-12-01,2025-12-01,MINE-02,0.0,33.0,38.7,0.15,CLEAR
WX-MINE-03-2025-12-01,2025-12-01,MINE-03,1.9,28.2,59.9,0.2,CLEAR
WX-MINE-04-2025-12-01,2025-12-01,MINE-04,1.5,38.7,80.9,0.18,CLEAR
WX-MINE-01-2025-12-02,2025-12-02,MINE-01,0.6,34.7,76.9,0.22,CLEAR
WX-MINE-02-2025-12-02,2025-12-02,MINE-02,0.6,36.6,39.9,0.22,CLEAR
WX-MINE-03-2025-12-02,2025-12-02,MINE-03,2.5,29.7,84.5,0.2,CLEAR
WX-MINE-04-2025-12-02,2025-12-02,MINE-04,0.2,35.4,59.4,0.18,CLEAR
WX-MINE-01-2025-12-03,2025-12-03,MINE-01,0.4,25.3,36.4,0.22,CLEAR
WX-MINE-02-2025-12-03,2025-12-03,MINE-02,3.1,28.2,70.5,0.24,CLEAR
WX-MINE-03-2025-12-03,2025-12-03,MINE-03,0.3,41.1,64.8,0.23,CLEAR
WX-MINE-04-2025-12-03,2025-12-03,MINE-04,3.8,32.4,76.3,0.23,CLEAR
WX-MINE-01-2025-12-04,2025-12-04,MINE-01,0.1,35.2,64.3,0.25,CLEAR
WX-MINE-02-2025-12-04,2025-12-04,MINE-02,1.1,26.1,80.6,0.24,CLEAR
WX-MINE-03-2025-12-04,2025-12-04,MINE-03,2.3,23.7,64.3,0.2,CLEAR
WX-MINE-04-2025-12-04,2025-12-04,MINE-04,2.4,31.8,86.4,0.2,CLEAR
WX-MINE-01-2025-12-05,2025-12-05,MINE-01,0.7,22.5,64.0,0.19,CLEAR
WX-MINE-02-2025-12-05,2025-12-05,MINE-02,0.4,41.6,64.8,0.18,CLEAR
WX-MINE-03-2025-12-05,2025-12-05,MINE-03,0.7,37.4,43.5,0.25,CLEAR
WX-MINE-04-2025-12-05,2025-12-05,MINE-04,2.7,23.2,87.9,0.19,CLEAR
WX-MINE-01-2025-12-06,2025-12-06,MINE-01,2.9,28.0,40.4,0.19,CLEAR
WX-MINE-02-2025-12-06,2025-12-06,MINE-02,3.6,27.2,86.8,0.27,CLEAR
WX-MINE-03-2025-12-06,2025-12-06,MINE-03,0.2,26.8,67.8,0.18,CLEAR
WX-MINE-04-2025-12-06,2025-12-06,MINE-04,2.0,32.1,87.2,0.19,CLEAR
WX-MINE-01-2025-12-07,2025-12-07,MINE-01,1.3,33.1,38.6,0.16,CLEAR
WX-MINE-02-2025-12-07,2025-12-07,MINE-02,2.5,40.3,36.0,0.23,CLEAR
WX-MINE-03-2025-12-07,2025-12-07,MINE-03,2.3,24.0,77.0,0.23,CLEAR
WX-MINE-04-2025-12-07,2025-12-07,MINE-04,0.5,33.4,59.5,0.24,CLEAR
WX-MINE-01-2025-12-08,2025-12-08,MINE-01,2.0,37.7,42.8,0.22,CLEAR
WX-MINE-02-2025-12-08,2025-12-08,MINE-02,0.7,26.9,87.4,0.25,CLEAR
WX-MINE-03-2025-12-08,2025-12-08,MINE-03,2.2,22.8,79.7,0.26,CLEAR
WX-MINE-04-2025-12-08,2025-12-08,MINE-04,2.5,35.1,44.2,0.18,CLEAR
WX-MINE-01-2025-12-09,2025-12-09,MINE-01,3.7,27.5,48.8,0.25,CLEAR
WX-MINE-02-2025-12-09,2025-12-09,MINE-02,4.0,38.8,46.7,0.27,CLEAR
WX-MINE-03-2025-12-09,2025-12-09,MINE-03,1.1,25.2,64.4,0.17,CLEAR
WX-MINE-04-2025-12-09,2025-12-09,MINE-04,0.4,36.0,80.7,0.23,CLEAR
WX-MINE-01-2025-12-10,2025-12-10,MINE-01,4.0,39.6,46.6,0.23,CLEAR
WX-MINE-02-2025-12-10,2025-12-10,MINE-02,3.2,39.7,87.0,0.24,CLEAR
WX-MINE-03-2025-12-10,2025-12-10,MINE-03,3.9,36.2,50.0,0.25,CLEAR
WX-MINE-04-2025-12-10,2025-12-10,MINE-04,1.3,26.2,87.7,0.19,CLEAR
WX-MINE-01-2025-12-11,2025-12-11,MINE-01,3.7,24.7,85.7,0.24,CLEAR
WX-MINE-02-2025-12-11,2025-12-11,MINE-02,0.0,22.2,44.5,0.21,CLEAR
WX-MINE-03-2025-12-11,2025-12-11,MINE-03,2.8,31.8,56.6,0.18,CLEAR
WX-MINE-04-2025-12-11,2025-12-11,MINE-04,3.5,35.0,64.6,0.27,CLEAR
WX-MINE-01-2025-12-12,2025-12-12,MINE-01,3.3,30.9,41.8,0.27,CLEAR
WX-MINE-02-2025-12-12,2025-12-12,MINE-02,1.5,34.0,56.3,0.25,CLEAR
WX-MINE-03-2025-12-12,2025-12-12,MINE-03,3.2,41.7,41.9,0.21,CLEAR
WX-MINE-04-2025-12-12,2025-12-12,MINE-04,0.8,22.2,75.9,0.23,CLEAR
WX-MINE-01-2025-12-13,2025-12-13,MINE-01,2.7,36.2,45.5,0.25,CLEAR
WX-MINE-02-2025-12-13,2025-12-13,MINE-02,2.5,38.2,47.2,0.27,CLEAR
WX-MINE-03-2025-12-13,2025-12-13,MINE-03,3.9,22.7,62.1,0.25,CLEAR
WX-MINE-04-2025-12-13,2025-12-13,MINE-04,2.4,22.1,89.1,0.23,CLEAR
WX-MINE-01-2025-12-14,2025-12-14,MINE-01,0.4,27.5,62.5,0.17,CLEAR
WX-MINE-02-2025-12-14,2025-12-14,MINE-02,0.8,36.8,72.0,0.22,CLEAR
WX-MINE-03-2025-12-14,2025-12-14,MINE-03,0.7,33.8,76.0,0.17,CLEAR
WX-MINE-04-2025-12-14,2025-12-14,MINE-04,3.7,39.1,83.5,0.25,CLEAR
WX-MINE-01-2025-12-15,2025-12-15,MINE-01,1.1,39.0,36.3,0.26,CLEAR
WX-MINE-02-2025-12-15,2025-12-15,MINE-02,2.7,34.3,72.4,0.26,CLEAR
WX-MINE-03-2025-12-15,2025-12-15,MINE-03,0.0,30.5,72.0,0.22,CLEAR
WX-MINE-04-2025-12-15,2025-12-15,MINE-04,3.4,28.5,81.4,0.22,CLEAR
WX-MINE-01-2025-12-16,2025-12-16,MINE-01,0.5,32.4,62.3,0.21,CLEAR
WX-MINE-02-2025-12-16,2025-12-16,MINE-02,0.2,36.4,37.6,0.24,CLEAR
WX-MINE-03-2025-12-16,2025-12-16,MINE-03,2.1,28.3,56.6,0.2,CLEAR
WX-MINE-04-2025-12-16,2025-12-16,MINE-04,3.5,38.2,89.5,0.2,CLEAR
WX-MINE-01-2025-12-17,2025-12-17,MINE-01,2.8,41.2,85.4,0.19,CLEAR
WX-MINE-02-2025-12-17,2025-12-17,MINE-02,1.3,23.3,69.4,0.16,CLEAR
WX-MINE-03-2025-12-17,2025-12-17,MINE-03,1.7,22.5,78.8,0.26,CLEAR
WX-MINE-04-2025-12-17,2025-12-17,MINE-04,3.4,26.9,61.0,0.27,CLEAR
WX-MINE-01-2025-12-18,2025-12-18,MINE-01,3.3,38.4,63.6,0.2,CLEAR
WX-MINE-02-2025-12-18,2025-12-18,MINE-02,0.3,34.0,59.1,0.16,CLEAR
WX-MINE-03-2025-12-18,2025-12-18,MINE-03,1.8,24.5,88.6,0.26,CLEAR
WX-MINE-04-2025-12-18,2025-12-18,MINE-04,1.5,39.8,73.1,0.24,CLEAR
WX-MINE-01-2025-12-19,2025-12-19,MINE-01,0.2,38.0,38.0,0.21,CLEAR
WX-MINE-02-2025-12-19,2025-12-19,MINE-02,1.7,24.0,38.1,0.17,CLEAR
WX-MINE-03-2025-12-19,2025-12-19,MINE-03,3.4,30.0,69.0,0.22,CLEAR
WX-MINE-04-2025-12-19,2025-12-19,MINE-04,3.5,37.7,69.3,0.22,CLEAR
WX-MINE-01-2025-12-20,2025-12-20,MINE-01,1.9,30.6,69.1,0.18,CLEAR
WX-MINE-02-2025-12-20,2025-12-20,MINE-02,2.6,35.5,36.4,0.22,CLEAR
WX-MINE-03-2025-12-20,2025-12-20,MINE-03,2.4,24.2,35.7,0.24,CLEAR
WX-MINE-04-2025-12-20,2025-12-20,MINE-04,2.4,38.8,84.7,0.18,CLEAR
WX-MINE-01-2025-12-21,2025-12-21,MINE-01,2.0,29.1,61.5,0.23,CLEAR
WX-MINE-02-2025-12-21,2025-12-21,MINE-02,0.7,24.8,37.4,0.17,CLEAR
WX-MINE-03-2025-12-21,2025-12-21,MINE-03,2.3,32.3,70.8,0.2,CLEAR
WX-MINE-04-2025-12-21,2025-12-21,MINE-04,2.3,32.8,43.0,0.22,CLEAR
WX-MINE-01-2025-12-22,2025-12-22,MINE-01,2.4,27.8,88.4,0.22,CLEAR
WX-MINE-02-2025-12-22,2025-12-22,MINE-02,2.6,24.9,48.1,0.25,CLEAR
WX-MINE-03-2025-12-22,2025-12-22,MINE-03,2.2,23.1,53.9,0.27,CLEAR
WX-MINE-04-2025-12-22,2025-12-22,MINE-04,2.6,26.0,38.8,0.19,CLEAR
WX-MINE-01-2025-12-23,2025-12-23,MINE-01,1.9,35.8,60.7,0.24,CLEAR
WX-MINE-02-2025-12-23,2025-12-23,MINE-02,3.4,33.3,53.5,0.21,CLEAR
WX-MINE-03-2025-12-23,2025-12-23,MINE-03,1.3,24.1,83.2,0.25,CLEAR
WX-MINE-04-2025-12-23,2025-12-23,MINE-04,2.0,40.4,70.1,0.24,CLEAR
WX-MINE-01-2025-12-24,2025-12-24,MINE-01,1.9,26.3,61.4,0.24,CLEAR
WX-MINE-02-2025-12-24,2025-12-24,MINE-02,3.3,38.1,55.7,0.22,CLEAR
WX-MINE-03-2025-12-24,2025-12-24,MINE-03,3.3,22.1,35.5,0.21,CLEAR
WX-MINE-04-2025-12-24,2025-12-24,MINE-04,2.2,24.8,59.2,0.23,CLEAR
WX-MINE-01-2025-12-25,2025-12-25,MINE-01,3.7,29.2,88.6,0.2,CLEAR
WX-MINE-02-2025-12-25,2025-12-25,MINE-02,1.1,26.4,49.4,0.18,CLEAR
WX-MINE-03-2025-12-25,2025-12-25,MINE-03,3.4,26.9,45.8,0.2,CLEAR
WX-MINE-04-2025-12-25,2025-12-25,MINE-04,1.0,24.0,80.7,0.17,CLEAR
WX-MINE-01-2025-12-26,2025-12-26,MINE-01,2.6,39.7,53.6,0.19,CLEAR
WX-MINE-02-2025-12-26,2025-12-26,MINE-02,1.8,29.4,55.5,0.18,CLEAR
WX-MINE-03-2025-12-26,2025-12-26,MINE-03,2.1,38.0,69.3,0.21,CLEAR
WX-MINE-04-2025-12-26,2025-12-26,MINE-04,2.8,24.4,83.5,0.19,CLEAR
WX-MINE-01-2025-12-27,2025-12-27,MINE-01,0.8,32.7,73.2,0.19,CLEAR
WX-MINE-02-2025-12-27,2025-12-27,MINE-02,1.7,34.7,85.7,0.24,CLEAR
WX-MINE-03-2025-12-27,2025-12-27,MINE-03,2.3,39.1,51.2,0.18,CLEAR
WX-MINE-04-2025-12-27,2025-12-27,MINE-04,1.0,34.6,50.4,0.17,CLEAR
WX-MINE-01-2025-12-28,2025-12-28,MINE-01,2.0,33.7,61.9,0.24,CLEAR
WX-MINE-02-2025-12-28,2025-12-28,MINE-02,3.1,37.8,68.8,0.19,CLEAR
WX-MINE-03-2025-12-28,2025-12-28,MINE-03,1.6,39.6,76.3,0.2,CLEAR
WX-MINE-04-2025-12-28,2025-12-28,MINE-04,2.1,25.6,74.2,0.22,CLEAR
WX-MINE-01-2025-12-29,2025-12-29,MINE-01,1.9,41.1,61.1,0.22,CLEAR
WX-MINE-02-2025-12-29,2025-12-29,MINE-02,2.6,37.8,70.7,0.19,CLEAR
WX-MINE-03-2025-12-29,2025-12-29,MINE-03,3.6,31.0,47.9,0.2,CLEAR
WX-MINE-04-2025-12-29,2025-12-29,MINE-04,1.7,29.5,43.6,0.25,CLEAR
WX-MINE-01-2025-12-30,2025-12-30,MINE-01,1.0,23.7,76.3,0.19,CLEAR
WX-MINE-02-2025-12-30,2025-12-30,MINE-02,2.1,26.6,37.3,0.22,CLEAR
WX-MINE-03-2025-12-30,2025-12-30,MINE-03,1.3,31.0,58.8,0.2,CLEAR
WX-MINE-04-2025-12-30,2025-12-30,MINE-04,2.0,27.5,36.4,0.21,CLEAR
WX-MINE-01-2025-12-31,2025-12-31,MINE-01,1.1,23.5,84.6,0.19,CLEAR
WX-MINE-02-2025-12-31,2025-12-31,MINE-02,2.0,32.9,39.3,0.19,CLEAR
WX-MINE-03-2025-12-31,2025-12-31,MINE-03,0.9,24.4,54.8,0.21,CLEAR
WX-MINE-04-2025-12-31,2025-12-31,MINE-04,1.3,35.5,48.8,0.24,CLEAR
WX-MINE-01-2026-01-01,2026-01-01,MINE-01,3.1,38.9,45.5,0.24,CLEAR
WX-MINE-02-2026-01-01,2026-01-01,MINE-02,0.6,39.1,74.4,0.21,CLEAR
WX-MINE-03-2026-01-01,2026-01-01,MINE-03,1.0,37.4,50.5,0.19,CLEAR
WX-MINE-04-2026-01-01,2026-01-01,MINE-04,4.0,40.9,80.2,0.26,CLEAR
WX-MINE-01-2026-01-02,2026-01-02,MINE-01,0.0,35.1,89.4,0.25,CLEAR
WX-MINE-02-2026-01-02,2026-01-02,MINE-02,3.5,26.6,74.8,0.2,CLEAR
WX-MINE-03-2026-01-02,2026-01-02,MINE-03,0.9,33.7,65.4,0.2,CLEAR
WX-MINE-04-2026-01-02,2026-01-02,MINE-04,3.3,28.8,39.7,0.26,CLEAR
WX-MINE-01-2026-01-03,2026-01-03,MINE-01,1.7,40.8,58.0,0.21,CLEAR
WX-MINE-02-2026-01-03,2026-01-03,MINE-02,3.4,22.6,42.6,0.27,CLEAR
WX-MINE-03-2026-01-03,2026-01-03,MINE-03,1.2,36.8,62.5,0.23,CLEAR
WX-MINE-04-2026-01-03,2026-01-03,MINE-04,1.4,26.5,58.4,0.24,CLEAR
WX-MINE-01-2026-01-04,2026-01-04,MINE-01,3.1,35.8,51.5,0.23,CLEAR
WX-MINE-02-2026-01-04,2026-01-04,MINE-02,2.3,22.6,42.7,0.27,CLEAR
WX-MINE-03-2026-01-04,2026-01-04,MINE-03,4.0,33.4,79.0,0.27,CLEAR
WX-MINE-04-2026-01-04,2026-01-04,MINE-04,2.3,29.8,56.0,0.26,CLEAR
WX-MINE-01-2026-01-05,2026-01-05,MINE-01,0.3,29.7,61.1,0.19,CLEAR
WX-MINE-02-2026-01-05,2026-01-05,MINE-02,3.8,34.8,51.8,0.2,CLEAR
WX-MINE-03-2026-01-05,2026-01-05,MINE-03,2.7,25.6,80.5,0.23,CLEAR
WX-MINE-04-2026-01-05,2026-01-05,MINE-04,0.1,26.0,85.1,0.19,CLEAR
WX-MINE-01-2026-01-06,2026-01-06,MINE-01,0.8,27.8,63.8,0.2,CLEAR
WX-MINE-02-2026-01-06,2026-01-06,MINE-02,1.5,22.2,53.0,0.25,CLEAR
WX-MINE-03-2026-01-06,2026-01-06,MINE-03,1.6,41.8,42.1,0.21,CLEAR
WX-MINE-04-2026-01-06,2026-01-06,MINE-04,3.0,29.8,84.7,0.2,CLEAR
WX-MINE-01-2026-01-07,2026-01-07,MINE-01,3.5,28.2,80.0,0.25,CLEAR
WX-MINE-02-2026-01-07,2026-01-07,MINE-02,0.6,33.5,52.1,0.18,CLEAR
WX-MINE-03-2026-01-07,2026-01-07,MINE-03,2.9,31.2,46.1,0.27,CLEAR
WX-MINE-04-2026-01-07,2026-01-07,MINE-04,1.8,38.5,68.3,0.19,CLEAR
WX-MINE-01-2026-01-08,2026-01-08,MINE-01,1.3,33.4,62.0,0.21,CLEAR
WX-MINE-02-2026-01-08,2026-01-08,MINE-02,0.2,23.8,70.5,0.24,CLEAR
WX-MINE-03-2026-01-08,2026-01-08,MINE-03,1.4,38.9,78.6,0.2,CLEAR
WX-MINE-04-2026-01-08,2026-01-08,MINE-04,3.3,39.0,57.8,0.2,CLEAR
WX-MINE-01-2026-01-09,2026-01-09,MINE-01,2.5,30.6,56.2,0.24,CLEAR
WX-MINE-02-2026-01-09,2026-01-09,MINE-02,2.8,23.9,73.4,0.18,CLEAR
WX-MINE-03-2026-01-09,2026-01-09,MINE-03,3.5,25.2,83.5,0.23,CLEAR
WX-MINE-04-2026-01-09,2026-01-09,MINE-04,2.7,23.3,75.0,0.26,CLEAR
WX-MINE-01-2026-01-10,2026-01-10,MINE-01,3.6,30.2,76.9,0.19,CLEAR
WX-MINE-02-2026-01-10,2026-01-10,MINE-02,1.5,37.1,62.7,0.24,CLEAR
WX-MINE-03-2026-01-10,2026-01-10,MINE-03,1.6,25.3,46.4,0.17,CLEAR
WX-MINE-04-2026-01-10,2026-01-10,MINE-04,0.1,34.8,72.2,0.2,CLEAR
WX-MINE-01-2026-01-11,2026-01-11,MINE-01,1.4,30.0,45.7,0.17,CLEAR
WX-MINE-02-2026-01-11,2026-01-11,MINE-02,1.0,36.2,42.5,0.23,CLEAR
WX-MINE-03-2026-01-11,2026-01-11,MINE-03,1.9,31.2,39.5,0.23,CLEAR
WX-MINE-04-2026-01-11,2026-01-11,MINE-04,2.9,30.8,60.9,0.2,CLEAR
WX-MINE-01-2026-01-12,2026-01-12,MINE-01,0.6,38.8,68.4,0.17,CLEAR
WX-MINE-02-2026-01-12,2026-01-12,MINE-02,0.5,36.8,44.3,0.22,CLEAR
WX-MINE-03-2026-01-12,2026-01-12,MINE-03,0.0,27.5,59.2,0.17,CLEAR
WX-MINE-04-2026-01-12,2026-01-12,MINE-04,2.9,39.9,64.3,0.22,CLEAR
WX-MINE-01-2026-01-13,2026-01-13,MINE-01,0.2,34.7,63.8,0.22,CLEAR
WX-MINE-02-2026-01-13,2026-01-13,MINE-02,2.6,24.1,73.0,0.22,CLEAR
WX-MINE-03-2026-01-13,2026-01-13,MINE-03,2.4,23.0,55.8,0.19,CLEAR
WX-MINE-04-2026-01-13,2026-01-13,MINE-04,1.0,40.2,46.0,0.16,CLEAR
WX-MINE-01-2026-01-14,2026-01-14,MINE-01,0.1,22.3,80.1,0.22,CLEAR
WX-MINE-02-2026-01-14,2026-01-14,MINE-02,0.3,41.2,40.3,0.24,CLEAR
WX-MINE-03-2026-01-14,2026-01-14,MINE-03,2.7,36.5,37.4,0.22,CLEAR
WX-MINE-04-2026-01-14,2026-01-14,MINE-04,3.3,28.5,69.5,0.24,CLEAR
WX-MINE-01-2026-01-15,2026-01-15,MINE-01,3.7,29.9,58.5,0.2,CLEAR
WX-MINE-02-2026-01-15,2026-01-15,MINE-02,0.4,28.5,35.8,0.22,CLEAR
WX-MINE-03-2026-01-15,2026-01-15,MINE-03,0.0,26.3,47.1,0.22,CLEAR
WX-MINE-04-2026-01-15,2026-01-15,MINE-04,1.1,34.5,37.4,0.25,CLEAR
WX-MINE-01-2026-01-16,2026-01-16,MINE-01,1.6,37.4,62.5,0.26,CLEAR
WX-MINE-02-2026-01-16,2026-01-16,MINE-02,2.9,37.8,85.7,0.23,CLEAR
WX-MINE-03-2026-01-16,2026-01-16,MINE-03,1.0,23.9,52.8,0.22,CLEAR
WX-MINE-04-2026-01-16,2026-01-16,MINE-04,1.6,40.5,77.4,0.18,CLEAR
WX-MINE-01-2026-01-17,2026-01-17,MINE-01,0.7,37.2,72.8,0.25,CLEAR
WX-MINE-02-2026-01-17,2026-01-17,MINE-02,2.7,23.4,36.0,0.26,CLEAR
WX-MINE-03-2026-01-17,2026-01-17,MINE-03,1.8,32.2,75.8,0.22,CLEAR
WX-MINE-04-2026-01-17,2026-01-17,MINE-04,2.8,22.3,36.2,0.25,CLEAR
WX-MINE-01-2026-01-18,2026-01-18,MINE-01,0.5,26.7,58.6,0.18,CLEAR
WX-MINE-02-2026-01-18,2026-01-18,MINE-02,0.3,24.8,62.4,0.17,CLEAR
WX-MINE-03-2026-01-18,2026-01-18,MINE-03,1.5,34.8,48.1,0.24,CLEAR
WX-MINE-04-2026-01-18,2026-01-18,MINE-04,4.0,30.9,83.3,0.2,CLEAR
WX-MINE-01-2026-01-19,2026-01-19,MINE-01,1.3,37.7,37.2,0.24,CLEAR
WX-MINE-02-2026-01-19,2026-01-19,MINE-02,1.7,38.3,76.3,0.19,CLEAR
WX-MINE-03-2026-01-19,2026-01-19,MINE-03,2.9,28.9,46.3,0.18,CLEAR
WX-MINE-04-2026-01-19,2026-01-19,MINE-04,3.7,41.8,79.1,0.25,CLEAR
WX-MINE-01-2026-01-20,2026-01-20,MINE-01,0.9,39.5,63.7,0.18,CLEAR
WX-MINE-02-2026-01-20,2026-01-20,MINE-02,2.5,23.3,62.0,0.27,CLEAR
WX-MINE-03-2026-01-20,2026-01-20,MINE-03,0.2,41.8,86.6,0.16,CLEAR
WX-MINE-04-2026-01-20,2026-01-20,MINE-04,0.7,33.0,78.7,0.18,CLEAR
WX-MINE-01-2026-01-21,2026-01-21,MINE-01,2.0,30.5,60.7,0.18,CLEAR
WX-MINE-02-2026-01-21,2026-01-21,MINE-02,0.8,30.5,68.3,0.19,CLEAR
WX-MINE-03-2026-01-21,2026-01-21,MINE-03,2.3,41.4,46.1,0.26,CLEAR
WX-MINE-04-2026-01-21,2026-01-21,MINE-04,1.9,41.0,54.8,0.2,CLEAR
WX-MINE-01-2026-01-22,2026-01-22,MINE-01,1.9,30.5,68.5,0.21,CLEAR
WX-MINE-02-2026-01-22,2026-01-22,MINE-02,0.6,41.1,61.5,0.23,CLEAR
WX-MINE-03-2026-01-22,2026-01-22,MINE-03,1.7,23.7,84.9,0.19,CLEAR
WX-MINE-04-2026-01-22,2026-01-22,MINE-04,2.1,33.1,44.7,0.21,CLEAR
WX-MINE-01-2026-01-23,2026-01-23,MINE-01,1.2,27.7,65.9,0.21,CLEAR
WX-MINE-02-2026-01-23,2026-01-23,MINE-02,1.3,36.3,45.8,0.25,CLEAR
WX-MINE-03-2026-01-23,2026-01-23,MINE-03,0.0,39.2,75.2,0.19,CLEAR
WX-MINE-04-2026-01-23,2026-01-23,MINE-04,1.6,30.3,56.7,0.24,CLEAR
WX-MINE-01-2026-01-24,2026-01-24,MINE-01,1.5,28.2,89.3,0.17,CLEAR
WX-MINE-02-2026-01-24,2026-01-24,MINE-02,3.5,41.8,41.8,0.27,CLEAR
WX-MINE-03-2026-01-24,2026-01-24,MINE-03,0.6,37.3,87.6,0.23,CLEAR
WX-MINE-04-2026-01-24,2026-01-24,MINE-04,3.0,29.0,74.0,0.24,CLEAR
WX-MINE-01-2026-01-25,2026-01-25,MINE-01,1.5,23.2,56.2,0.2,CLEAR
WX-MINE-02-2026-01-25,2026-01-25,MINE-02,1.0,31.6,85.7,0.19,CLEAR
WX-MINE-03-2026-01-25,2026-01-25,MINE-03,2.8,22.6,71.6,0.19,CLEAR
WX-MINE-04-2026-01-25,2026-01-25,MINE-04,2.4,40.9,43.1,0.19,CLEAR
WX-MINE-01-2026-01-26,2026-01-26,MINE-01,2.3,35.3,43.9,0.18,CLEAR
WX-MINE-02-2026-01-26,2026-01-26,MINE-02,0.4,36.2,56.1,0.22,CLEAR
WX-MINE-03-2026-01-26,2026-01-26,MINE-03,3.9,23.6,85.0,0.27,CLEAR
WX-MINE-04-2026-01-26,2026-01-26,MINE-04,0.7,30.5,73.1,0.21,CLEAR
WX-MINE-01-2026-01-27,2026-01-27,MINE-01,2.1,39.7,67.2,0.24,CLEAR
WX-MINE-02-2026-01-27,2026-01-27,MINE-02,3.0,40.5,82.8,0.19,CLEAR
WX-MINE-03-2026-01-27,2026-01-27,MINE-03,2.3,38.0,79.8,0.2,CLEAR
WX-MINE-04-2026-01-27,2026-01-27,MINE-04,0.8,37.0,73.4,0.16,CLEAR
WX-MINE-01-2026-01-28,2026-01-28,MINE-01,0.7,31.8,40.3,0.23,CLEAR
WX-MINE-02-2026-01-28,2026-01-28,MINE-02,1.7,30.3,50.9,0.21,CLEAR
WX-MINE-03-2026-01-28,2026-01-28,MINE-03,0.7,25.7,42.4,0.2,CLEAR
WX-MINE-04-2026-01-28,2026-01-28,MINE-04,2.0,24.2,66.2,0.19,CLEAR
WX-MINE-01-2026-01-29,2026-01-29,MINE-01,0.8,37.0,79.5,0.18,CLEAR
WX-MINE-02-2026-01-29,2026-01-29,MINE-02,3.9,39.4,59.2,0.27,CLEAR
WX-MINE-03-2026-01-29,2026-01-29,MINE-03,0.4,34.7,39.4,0.16,CLEAR
WX-MINE-04-2026-01-29,2026-01-29,MINE-04,0.5,23.3,36.6,0.18,CLEAR
WX-MINE-01-2026-01-30,2026-01-30,MINE-01,1.9,37.2,35.5,0.19,CLEAR
WX-MINE-02-2026-01-30,2026-01-30,MINE-02,3.8,35.3,78.4,0.19,CLEAR
WX-MINE-03-2026-01-30,2026-01-30,MINE-03,0.8,37.8,55.7,0.21,CLEAR
WX-MINE-04-2026-01-30,2026-01-30,MINE-04,3.8,27.3,61.7,0.26,CLEAR
WX-MINE-01-2026-01-31,2026-01-31,MINE-01,2.4,28.7,72.5,0.2,CLEAR
WX-MINE-02-2026-01-31,2026-01-31,MINE-02,1.3,26.8,54.9,0.2,CLEAR
WX-MINE-03-2026-01-31,2026-01-31,MINE-03,2.4,41.5,83.0,0.25,CLEAR
WX-MINE-04-2026-01-31,2026-01-31,MINE-04,0.0,39.4,57.1,0.23,CLEAR
WX-MINE-01-2026-02-01,2026-02-01,MINE-01,3.7,22.5,41.8,0.23,CLEAR
WX-MINE-02-2026-02-01,2026-02-01,MINE-02,3.8,37.0,48.7,0.23,CLEAR
WX-MINE-03-2026-02-01,2026-02-01,MINE-03,2.7,39.4,63.3,0.24,CLEAR
WX-MINE-04-2026-02-01,2026-02-01,MINE-04,0.0,34.8,86.8,0.18,CLEAR
WX-MINE-01-2026-02-02,2026-02-02,MINE-01,2.5,39.5,88.3,0.24,CLEAR
WX-MINE-02-2026-02-02,2026-02-02,MINE-02,2.7,26.7,61.6,0.25,CLEAR
WX-MINE-03-2026-02-02,2026-02-02,MINE-03,3.2,29.0,86.6,0.27,CLEAR
WX-MINE-04-2026-02-02,2026-02-02,MINE-04,1.9,35.2,73.5,0.18,CLEAR
WX-MINE-01-2026-02-03,2026-02-03,MINE-01,1.5,34.1,74.2,0.25,CLEAR
WX-MINE-02-2026-02-03,2026-02-03,MINE-02,3.5,37.7,74.4,0.18,CLEAR
WX-MINE-03-2026-02-03,2026-02-03,MINE-03,2.0,23.7,80.8,0.27,CLEAR
WX-MINE-04-2026-02-03,2026-02-03,MINE-04,3.9,31.3,84.3,0.28,CLEAR
